target_name,run,gen,X_L,X_F,X_B,X_C,f_L,f_F,f_B,f_C,mean_fitness,mean_p_F_given_L,mean_p_L_given_F,mean_p_L_given_B,CM
1B,1,23,0.45,0.22,0.24,0.09,0.004114,0.009438,0.483496,0.502952,0.01196471323369816,0.8886834471263203,0.03257035870723558,0.001686081176798108,0.013552
1B,1,24,0.45,0.22,0.24,0.09,0.00379,0.008452,0.48404,0.503718,0.01197594847208716,0.8976161212953906,0.03223036649093666,0.0011075529060440448,0.012242
1B,1,25,0.45,0.22,0.24,0.09,0.003756,0.0086,0.483982,0.503662,0.011976493682598406,0.9009277834457743,0.03088877368748943,0.0012591943672729006,0.012355999999999999
1B,1,26,0.45,0.22,0.24,0.09,0.003762,0.008246,0.484116,0.503876,0.011978033243614818,0.9022235752662696,0.02949359627319622,0.0014101288098598876,0.012008
1B,1,27,0.45,0.22,0.24,0.09,0.003668,0.007002,0.484644,0.504686,0.01198796638052998,0.9077506223411305,0.029211199882200233,0.0012342717020184693,0.01067
1B,1,28,0.45,0.22,0.24,0.09,0.00371,0.007324,0.484488,0.504478,0.011984081070568682,0.9092784513898844,0.03163661716533622,0.0012745396805185663,0.011034
1B,1,29,0.45,0.22,0.24,0.09,0.003646,0.006666,0.484798,0.50489,0.011987109997424753,0.9159580993851224,0.030665473237045233,0.0010672334586734724,0.010312
1B,1,30,0.45,0.22,0.24,0.09,0.003518,0.006106,0.48506,0.505316,0.01199720708099876,0.9189199749443656,0.029389703990487667,0.001099302569900453,0.009624
1B,1,31,0.45,0.22,0.24,0.09,0.00347,0.006228,0.485002,0.5053,0.011993197446826646,0.924235650173158,0.02976599984313174,0.001199283604035345,0.009698
1B,1,32,0.45,0.22,0.24,0.09,0.003854,0.007728,0.48427,0.504148,0.011981045179765292,0.9197707521848928,0.031647404680681855,0.0016698828627304315,0.011581999999999999
1B,1,33,0.45,0.22,0.24,0.09,0.00368,0.007138,0.484576,0.504606,0.01198549929982121,0.9230497512312754,0.03041544173214917,0.0015216047958096404,0.010818000000000001
1B,1,34,0.45,0.22,0.24,0.09,0.003564,0.0067,0.484814,0.504922,0.011990890588048102,0.9299263436982262,0.027670223804400138,0.0012106657369592862,0.010264
1B,1,35,0.45,0.22,0.24,0.09,0.003602,0.00696,0.484674,0.504764,0.011990578741528429,0.9270222038408069,0.028313436952033966,0.0015150377113568672,0.010562
1B,1,36,0.45,0.22,0.24,0.09,0.00359,0.006208,0.484964,0.505238,0.011993922261945747,0.9313915191805733,0.027111924456601336,0.0013372608385154858,0.009798
1B,1,37,0.45,0.22,0.24,0.09,0.003548,0.006662,0.484824,0.504966,0.011989674963609434,0.9299647729939468,0.028828447633187197,0.0013736653882192335,0.01021
1B,1,38,0.45,0.22,0.24,0.09,0.003532,0.00667,0.484848,0.50495,0.011992977203614714,0.9354203181520264,0.031204987214940742,0.0011411072567207383,0.010202
1B,1,39,0.45,0.22,0.24,0.09,0.003498,0.006892,0.484774,0.504836,0.011987903737182521,0.9362728291356958,0.032118261438357096,0.0011494107222081843,0.01039
1B,1,40,0.45,0.22,0.24,0.09,0.00361,0.007022,0.484654,0.504714,0.01198868863744496,0.9318985487736843,0.03215474780108336,0.001373551871634751,0.010631999999999999
1B,1,41,0.45,0.22,0.24,0.09,0.003686,0.006912,0.484666,0.504736,0.01198523354774625,0.9361663983711018,0.03137977926665572,0.0013455983197633362,0.010598
1B,1,42,0.45,0.22,0.24,0.09,0.003534,0.00601,0.485094,0.505362,0.011994712443395054,0.94131652880891,0.031074076646894728,0.0012280121653018736,0.009544
1B,1,43,0.45,0.22,0.24,0.09,0.003876,0.00752,0.48434,0.504264,0.011980151795342401,0.9400465048187588,0.03156203506742263,0.0016561629873071255,0.011396
1B,1,44,0.45,0.22,0.24,0.09,0.00389,0.006642,0.484686,0.504782,0.0119820992168757,0.9457698448949313,0.03088792493121371,0.0016970451581765512,0.010532
1B,1,45,0.45,0.22,0.24,0.09,0.00379,0.007138,0.484524,0.504548,0.011983975549192888,0.9484050127617157,0.033587960001894436,0.0015366777379772303,0.010928
1B,1,46,0.45,0.22,0.24,0.09,0.00341,0.006156,0.485108,0.505326,0.011995539683942803,0.9474971581667244,0.03330421256684624,0.001107793971373122,0.009566
1B,1,47,0.45,0.22,0.24,0.09,0.00365,0.006506,0.484812,0.505032,0.011989609796963748,0.9451393517833945,0.03399131334648824,0.001542075027483624,0.010156
1B,1,48,0.45,0.22,0.24,0.09,0.003482,0.006158,0.485072,0.505288,0.011994487789710516,0.9394331126789934,0.035831591769616776,0.0011632574269683847,0.00964
1B,1,49,0.45,0.22,0.24,0.09,0.003932,0.007134,0.484438,0.504496,0.011981167142851249,0.9404259093257558,0.034882426435593736,0.0018065840143901622,0.011066
1B,1,50,0.45,0.22,0.24,0.09,0.003864,0.007526,0.484322,0.504288,0.011980787293579839,0.9437672755917841,0.03633101675582942,0.00192644214053859,0.011389999999999999
1B,1,51,0.45,0.22,0.24,0.09,0.003596,0.00673,0.484748,0.504926,0.011988962137460622,0.9442320368957132,0.03538356322756249,0.0015133538278807015,0.010326
1B,1,52,0.45,0.22,0.24,0.09,0.00365,0.006702,0.484796,0.504852,0.011987818667765476,0.9435641937341097,0.03473614181526881,0.0012717733094701135,0.010352
1B,1,53,0.45,0.22,0.24,0.09,0.003426,0.006564,0.484914,0.505096,0.011993252719428152,0.9445111963817796,0.03356259172095065,0.001273153542173712,0.00999
1B,1,54,0.45,0.22,0.24,0.09,0.003496,0.006316,0.484986,0.505202,0.011993488516326171,0.9407520801155551,0.03387953934766196,0.0012402274362534706,0.009812000000000001
1B,1,55,0.45,0.22,0.24,0.09,0.003728,0.006872,0.484654,0.504746,0.011986279588917856,0.9400902614863237,0.03283596854966565,0.0015372017049374638,0.0106
1B,1,56,0.45,0.22,0.24,0.09,0.003748,0.006526,0.484756,0.50497,0.011990531036348173,0.9439479131408431,0.03285594573728902,0.0017906494920229613,0.010274
1B,1,57,0.45,0.22,0.24,0.09,0.003888,0.007294,0.48441,0.504408,0.011982008881127541,0.9416683344977311,0.03406960840225351,0.0017950842255183876,0.011182000000000001
1B,1,58,0.45,0.22,0.24,0.09,0.003462,0.006426,0.48494,0.505172,0.011994721165115888,0.9390000392526457,0.03444830374389647,0.0013746762832571584,0.009888000000000001
1B,1,59,0.45,0.22,0.24,0.09,0.003502,0.006394,0.484958,0.505146,0.011992373655745257,0.9421795358270313,0.03543854123837082,0.0012303169903047145,0.009896
1B,1,60,0.45,0.22,0.24,0.09,0.003576,0.00684,0.484728,0.504856,0.011991146616042517,0.9483310011818397,0.03655421352315329,0.0014918434750696538,0.010416
1B,1,61,0.45,0.22,0.24,0.09,0.00368,0.006584,0.484758,0.504978,0.011988078935365867,0.9508366135537714,0.03671080684387493,0.0014222877783916532,0.010263999999999999
1B,1,62,0.45,0.22,0.24,0.09,0.003496,0.0066,0.484852,0.505052,0.011991826326361348,0.9521407051847993,0.0378862644575901,0.0013779020714439324,0.010096
1B,1,63,0.45,0.22,0.24,0.09,0.003652,0.006502,0.48483,0.505016,0.011992269400633313,0.9542661437075652,0.03504967812907771,0.0013102704709022834,0.010154
1B,1,64,0.45,0.22,0.24,0.09,0.003756,0.007142,0.484544,0.504558,0.011982713181236946,0.9527066420163083,0.037667208345608785,0.001445984059074522,0.010898
1B,1,65,0.45,0.22,0.24,0.09,0.003466,0.005746,0.485198,0.50559,0.011998653241665502,0.95720474603146,0.03581671017120355,0.0014190054927173444,0.009212
1B,1,66,0.45,0.22,0.24,0.09,0.003648,0.00607,0.484986,0.505296,0.011992434273385847,0.9645481199124061,0.03563132681660049,0.001536064479850129,0.009718000000000001
1B,1,67,0.45,0.22,0.24,0.09,0.003504,0.005404,0.485314,0.505778,0.011999123407917943,0.9589541268442467,0.0342659105034996,0.0013900661042076609,0.008908
1B,1,68,0.45,0.22,0.24,0.09,0.003338,0.005358,0.485414,0.50589,0.012002150315338623,0.959647390570746,0.030953886360717702,0.00109456658325681,0.008695999999999999
1B,1,69,0.45,0.22,0.24,0.09,0.003436,0.005338,0.485354,0.505872,0.01199998631711314,0.9616341039905373,0.030731415943407846,0.001251901695809821,0.008774
1B,1,70,0.45,0.22,0.24,0.09,0.003376,0.005126,0.485476,0.506022,0.01200297491933614,0.9636287509186543,0.03243592419919977,0.0013697940655429009,0.008502000000000001
1B,1,71,0.45,0.22,0.24,0.09,0.003588,0.005074,0.485386,0.505952,0.012000920771791953,0.967729875472182,0.0322029085089899,0.0014131677789511658,0.008662
1B,1,72,0.45,0.22,0.24,0.09,0.00348,0.005704,0.48521,0.505606,0.01199601867745135,0.9673124640914166,0.03136184857291049,0.0014732449954903708,0.009184
1B,1,73,0.45,0.22,0.24,0.09,0.003364,0.005216,0.485454,0.505966,0.01200180638088118,0.9664328117997361,0.03165885695475529,0.001206691214840453,0.00858
1B,1,74,0.45,0.22,0.24,0.09,0.003294,0.004826,0.485624,0.506256,0.01200893237289255,0.9617582378529742,0.031372068481357256,0.0012093044486137568,0.00812
1B,1,75,0.45,0.22,0.24,0.09,0.003482,0.005248,0.48537,0.5059,0.011998642789053727,0.9596196696150527,0.029299426635915792,0.0014010318097245822,0.00873
1B,1,76,0.45,0.22,0.24,0.09,0.003388,0.005382,0.485358,0.505872,0.012000920402476403,0.9610157943990248,0.0282547492637404,0.0012981466111162026,0.00877
1B,1,77,0.45,0.22,0.24,0.09,0.0032,0.004858,0.485666,0.506276,0.012007872875152838,0.9627980927328486,0.027433278185556915,0.0010953617376937438,0.008058000000000001
1B,1,78,0.45,0.22,0.24,0.09,0.003764,0.005926,0.484978,0.505332,0.011992375017748642,0.9640143140836938,0.02728868821992644,0.0016462129979189376,0.00969
1B,1,79,0.45,0.22,0.24,0.09,0.003298,0.00463,0.4857,0.506372,0.012007949878760811,0.9652044635591518,0.027930262700537795,0.001121724164059358,0.007928
1B,1,80,0.45,0.22,0.24,0.09,0.003276,0.004698,0.48568,0.506346,0.012006313859568737,0.9684471029561967,0.028572067862675302,0.0011122058660128897,0.007974
1B,1,81,0.45,0.22,0.24,0.09,0.003206,0.004628,0.485752,0.506414,0.012007181422481241,0.9716474622905389,0.027616177833106135,0.0010158847505685469,0.007834
1B,1,82,0.45,0.22,0.24,0.09,0.003212,0.004554,0.485814,0.50642,0.012009476235127544,0.9747149665078303,0.029276487031801933,0.0009201252444500719,0.007766
1B,1,83,0.45,0.22,0.24,0.09,0.00331,0.00468,0.48566,0.50635,0.012008301581339276,0.9747312977917004,0.030093682485870042,0.001204202638367113,0.00799
1B,1,84,0.45,0.22,0.24,0.09,0.00323,0.004322,0.485856,0.506592,0.01200917690052533,0.9735082996330624,0.03188464927243107,0.0011956341500866214,0.007552
1B,1,85,0.45,0.22,0.24,0.09,0.00344,0.004952,0.485482,0.506126,0.012001903532489259,0.9759135092942156,0.03278310294160321,0.0014254761832812656,0.008392
1B,1,86,0.45,0.22,0.24,0.09,0.00329,0.004692,0.485666,0.506352,0.012007990423745266,0.9742676253681912,0.032510368907759664,0.0012789365019507302,0.007982
1B,1,87,0.45,0.22,0.24,0.09,0.003324,0.004772,0.485616,0.506288,0.012003717472979894,0.9743135458176648,0.03237012286447562,0.001209596597128247,0.008096
1B,1,88,0.45,0.22,0.24,0.09,0.003462,0.005072,0.485428,0.506038,0.012001803003110928,0.9741413802240251,0.03228047129146337,0.0016798475887539878,0.008534
1B,1,89,0.45,0.22,0.24,0.09,0.003356,0.005128,0.485444,0.506072,0.012004628735041155,0.9717768847519441,0.03519945717922773,0.0015179216862474135,0.008484
1B,1,90,0.45,0.22,0.24,0.09,0.003362,0.005754,0.485234,0.50565,0.012000011656437728,0.9728232845632863,0.032807780947385186,0.001455773659085807,0.009115999999999999
1B,1,91,0.45,0.22,0.24,0.09,0.003494,0.005296,0.485328,0.505882,0.012001925198371862,0.9730452175490746,0.0339309068066507,0.0015080831749704046,0.008790000000000001
1B,1,92,0.45,0.22,0.24,0.09,0.003426,0.005016,0.485464,0.506094,0.012001561789675517,0.9724759996280388,0.03071393231774231,0.0016388309686037443,0.008442
1B,1,93,0.45,0.22,0.24,0.09,0.00333,0.005162,0.48546,0.506048,0.01200241670878545,0.9726027331130167,0.03218142998262008,0.0016297781313483778,0.008492
1B,1,94,0.45,0.22,0.24,0.09,0.00355,0.00539,0.485274,0.505786,0.01199926720873836,0.9716460100990473,0.029245402316996818,0.0015605556294287508,0.00894
1B,1,95,0.45,0.22,0.24,0.09,0.00332,0.005232,0.485428,0.50602,0.012003169600015998,0.9733518631762738,0.02791381764906207,0.0013427992549070644,0.008552
1B,1,96,0.45,0.22,0.24,0.09,0.003384,0.004916,0.48553,0.50617,0.012002805988580549,0.9748693005548137,0.030943628221116994,0.001468725184080578,0.0083
1B,1,97,0.45,0.22,0.24,0.09,0.003744,0.006016,0.484926,0.505314,0.0119937300524068,0.9749317784119471,0.03076233570402929,0.0019283201542434143,0.00976
1B,1,98,0.45,0.22,0.24,0.09,0.003394,0.004478,0.485674,0.506454,0.012004989734319465,0.974041060695409,0.027662804989541177,0.0014208165368928775,0.007872
1B,1,99,0.45,0.22,0.24,0.09,0.003342,0.005146,0.48547,0.506042,0.012002911715305192,0.9727982271047279,0.025504150345624792,0.0014809886314732811,0.008488
1B,1,100,0.45,0.22,0.24,0.09,0.00333,0.004684,0.48566,0.506326,0.012006992529924812,0.9735970439359403,0.027161782212962126,0.001249741992955988,0.008014
1B,1,101,0.45,0.22,0.24,0.09,0.003474,0.004886,0.485508,0.506132,0.01200468093140707,0.9766887262399703,0.027107241074491983,0.0012896349516479664,0.00836
1B,1,102,0.45,0.22,0.24,0.09,0.003448,0.004386,0.485708,0.506458,0.01200663661715871,0.9757159891109699,0.02576980855800988,0.0012995349013260337,0.007834
1B,1,103,0.45,0.22,0.24,0.09,0.00318,0.004118,0.485954,0.506748,0.012012734776857424,0.9734282026837344,0.026049259631375884,0.0010377582586297454,0.007298000000000001
1B,1,104,0.45,0.22,0.24,0.09,0.00351,0.005086,0.48541,0.505994,0.0120008000077246,0.9741268383463646,0.027694627057402967,0.0013548869834909393,0.008596
1B,1,105,0.45,0.22,0.24,0.09,0.00326,0.004706,0.485676,0.506358,0.01200767978354895,0.9733977309142847,0.027955831748768083,0.0013358298801290618,0.007966
1B,1,106,0.45,0.22,0.24,0.09,0.003128,0.004164,0.485954,0.506754,0.012013228930617683,0.9718906351459442,0.029432011379723372,0.00102107468054223,0.007292
1B,1,107,0.45,0.22,0.24,0.09,0.00335,0.004998,0.485534,0.506118,0.012004512691943425,0.9704260719174862,0.031958116419698,0.0012342854301103697,0.008348
1B,1,108,0.45,0.22,0.24,0.09,0.003108,0.004314,0.485908,0.50667,0.012012444708230614,0.9727916965304227,0.030919489060668787,0.001157691913932105,0.007422
1B,1,109,0.45,0.22,0.24,0.09,0.003194,0.004686,0.485722,0.506398,0.012011218824366926,0.9733532321139273,0.0313791813362757,0.001063232863011016,0.00788
1B,1,110,0.45,0.22,0.24,0.09,0.003332,0.004972,0.485538,0.506158,0.01200494908346252,0.9737846077320584,0.030875333282671683,0.001237466006373335,0.008303999999999999
1B,1,111,0.45,0.22,0.24,0.09,0.003376,0.004992,0.485536,0.506096,0.012002877214024458,0.9716159669893054,0.032733808837939665,0.0011401437075280896,0.008368
1B,1,112,0.45,0.22,0.24,0.09,0.003278,0.005042,0.48557,0.50611,0.012005595331148911,0.9693109764730259,0.03291671334670847,0.0010494388753955262,0.00832
1B,1,113,0.45,0.22,0.24,0.09,0.003452,0.005338,0.48536,0.50585,0.011998239431842443,0.9711229303350233,0.03142233645705535,0.0011774091471679416,0.00879
1B,1,114,0.45,0.22,0.24,0.09,0.003116,0.00481,0.48572,0.506354,0.012008294216215784,0.9705383046444862,0.029622656078088744,0.0010430406190212354,0.007925999999999999
1B,1,115,0.45,0.22,0.24,0.09,0.003266,0.00486,0.485624,0.50625,0.01200511770371746,0.9704015102736149,0.02887008936515136,0.0013360798087074623,0.008126
1B,1,116,0.45,0.22,0.24,0.09,0.003294,0.004752,0.485632,0.506322,0.012006607232241544,0.9700584864172188,0.027705876814419887,0.0013797574652034364,0.008046000000000001
1B,1,117,0.45,0.22,0.24,0.09,0.003214,0.004726,0.485694,0.506366,0.012008493693365808,0.9696165250023114,0.026868602569547147,0.0011095993881826464,0.00794
1B,1,118,0.45,0.22,0.24,0.09,0.003232,0.004696,0.485718,0.506354,0.01200802081989671,0.9686125350647162,0.031010180417633357,0.0010801428085659604,0.007928
1B,1,119,0.45,0.22,0.24,0.09,0.003274,0.004312,0.485808,0.506606,0.0120103133194628,0.9701493812985609,0.031219526562521055,0.0012937726887543742,0.007586
1B,1,120,0.45,0.22,0.24,0.09,0.00369,0.006108,0.48493,0.505272,0.011991290280871343,0.9700926703267386,0.03087385328540303,0.0017609047353263194,0.009798
1B,1,121,0.45,0.22,0.24,0.09,0.003554,0.005512,0.485226,0.505708,0.011995067292425061,0.9673702443800684,0.030897739039020294,0.001650253830668598,0.009066000000000001
1B,1,122,0.45,0.22,0.24,0.09,0.003504,0.0054,0.485274,0.505822,0.01200056876551274,0.9671859502492371,0.03229389592861,0.0016852032754199422,0.008904
1B,1,123,0.45,0.22,0.24,0.09,0.003494,0.005348,0.48534,0.505818,0.012000055474731987,0.9660236219233731,0.03218930433573018,0.0015943677374290147,0.008842000000000001
1B,1,124,0.45,0.22,0.24,0.09,0.003422,0.005704,0.485214,0.50566,0.011996897279804273,0.9668064914805118,0.03273823124466072,0.0014414215221092849,0.009126
1B,1,125,0.45,0.22,0.24,0.09,0.003448,0.005178,0.485402,0.505972,0.012001819414400405,0.9643105586914597,0.03372630750400477,0.0014018560603908975,0.008626
1B,1,126,0.45,0.22,0.24,0.09,0.003532,0.005294,0.485354,0.50582,0.011998011407378174,0.9653080540563037,0.03112287080343971,0.0012787450968559722,0.008826
1B,1,127,0.45,0.22,0.24,0.09,0.003566,0.005454,0.485236,0.505744,0.011996648380682833,0.9636939888950588,0.029245251059175893,0.0015624611084682067,0.00902
1B,1,128,0.45,0.22,0.24,0.09,0.003488,0.00543,0.485302,0.50578,0.011996893786620522,0.9652856727859294,0.03026529431583348,0.0013002158682208827,0.008918
1B,1,129,0.45,0.22,0.24,0.09,0.00346,0.005172,0.485392,0.505976,0.0120002092781532,0.9676533929143399,0.030525547921050306,0.001396773906639004,0.008632
1B,1,130,0.45,0.22,0.24,0.09,0.003428,0.00521,0.485396,0.505966,0.012001639969405746,0.9668125256903363,0.029240563389874945,0.0015521889730565153,0.008638
1B,1,131,0.45,0.22,0.24,0.09,0.003402,0.005302,0.485398,0.505898,0.012002447643672283,0.9658028722912456,0.03344693815543711,0.0012454533075962097,0.008704
1B,1,132,0.45,0.22,0.24,0.09,0.003542,0.005896,0.485112,0.50545,0.011994154752479407,0.9656312366225145,0.03360489808233608,0.0014450497798183803,0.009438
1B,1,133,0.45,0.22,0.24,0.09,0.003852,0.00741,0.484394,0.504344,0.011981930135340069,0.9669419745662747,0.034389235087439664,0.001897893366313601,0.011262
1B,1,134,0.45,0.22,0.24,0.09,0.00344,0.005522,0.48526,0.505778,0.012000953389927875,0.9643000978099496,0.0319502387467739,0.0013923109057839124,0.008962
1B,1,135,0.45,0.22,0.24,0.09,0.003252,0.00432,0.485836,0.506592,0.012010474001156062,0.9666198031326746,0.03074660570638147,0.0012848314672444332,0.007572000000000001
1B,1,136,0.45,0.22,0.24,0.09,0.003546,0.005902,0.485068,0.505484,0.011996171457267096,0.9655666889264444,0.02852299653012616,0.0016264487314214104,0.009448
1B,1,137,0.45,0.22,0.24,0.09,0.00331,0.00496,0.485562,0.506168,0.012005270692324817,0.9654380756434723,0.028702282964417396,0.0013683986748031134,0.00827
1B,1,138,0.45,0.22,0.24,0.09,0.003644,0.005734,0.48509,0.505532,0.01199458184225389,0.966993167226068,0.02911201994388691,0.001625967326831612,0.009378000000000001
1B,1,139,0.45,0.22,0.24,0.09,0.003394,0.004708,0.485624,0.506274,0.01200470417077992,0.9687272999924791,0.02940996552489355,0.0013182205321245538,0.008102
1B,1,140,0.45,0.22,0.24,0.09,0.00341,0.005404,0.485368,0.505818,0.011999315852518507,0.9656695272710063,0.029428175471179915,0.0012563392665334878,0.008813999999999999
1B,1,141,0.45,0.22,0.24,0.09,0.003544,0.005234,0.485314,0.505908,0.012000864609786067,0.9650095126364968,0.02814709635693409,0.001425625621050423,0.008778
1B,1,142,0.45,0.22,0.24,0.09,0.003382,0.00485,0.485556,0.506212,0.012003648819585218,0.9642852086375031,0.02593752643135997,0.0014529212699715523,0.008232
1B,1,143,0.45,0.22,0.24,0.09,0.003286,0.004742,0.485662,0.50631,0.012006757880039068,0.9655894863706339,0.024855392187405456,0.0012885623802584313,0.008028
1B,1,144,0.45,0.22,0.24,0.09,0.00341,0.004974,0.485502,0.506114,0.012004741116651733,0.9641893421631269,0.023159073875969535,0.0014542487835060177,0.008383999999999999
1B,1,145,0.45,0.22,0.24,0.09,0.003414,0.004734,0.485588,0.506264,0.012003261320142415,0.9645637216039298,0.021776214352799413,0.0013672425849795221,0.008148
1B,1,146,0.45,0.22,0.24,0.09,0.003146,0.004266,0.485902,0.506686,0.012009780277921397,0.9649204401576246,0.021690543460405935,0.0013567397686243758,0.007412
1B,1,147,0.45,0.22,0.24,0.09,0.003428,0.005094,0.485458,0.50602,0.012002377901656392,0.965335686080835,0.022172615833587945,0.001319055178141373,0.008522
1B,1,148,0.45,0.22,0.24,0.09,0.003348,0.005036,0.485522,0.506094,0.012003640126194901,0.9639045424249143,0.023235653786250577,0.0013379260316193971,0.008383999999999999
1B,1,149,0.45,0.22,0.24,0.09,0.0033,0.004676,0.485692,0.506332,0.012006189298150364,0.9606702059698066,0.022774854371299894,0.0011177852703057871,0.007976
1B,1,150,0.45,0.22,0.24,0.09,0.003346,0.005722,0.485238,0.505694,0.01200047761228368,0.9608982834829884,0.022617105000115736,0.0014739783336715382,0.009068
1B,1,151,0.45,0.22,0.24,0.09,0.00326,0.004724,0.485692,0.506324,0.012009141225173419,0.9583702898459358,0.02256419812034534,0.0010846294718496827,0.007984
1B,1,152,0.45,0.22,0.24,0.09,0.003242,0.004882,0.48561,0.506266,0.012006735279179415,0.9590289630059704,0.022480631424484414,0.0014252200650021875,0.008124
1B,1,153,0.45,0.22,0.24,0.09,0.003314,0.005148,0.485478,0.50606,0.012005781297290517,0.9603985313801818,0.022388324579535674,0.0013280155322879198,0.008462
1B,1,154,0.45,0.22,0.24,0.09,0.003484,0.004996,0.485478,0.506042,0.012001492476967976,0.9593846049035311,0.02303154910306261,0.0014083837692840712,0.00848
1B,1,155,0.45,0.22,0.24,0.09,0.003336,0.004778,0.485614,0.506272,0.01200456936760332,0.9598513712661401,0.023885257205491867,0.0013955806607970223,0.008114
1B,1,156,0.45,0.22,0.24,0.09,0.003404,0.005568,0.485316,0.505712,0.011999482220093966,0.9582942718276901,0.02437035721949669,0.001084073857722656,0.008972
1B,1,157,0.45,0.22,0.24,0.09,0.003188,0.004534,0.485796,0.506482,0.01200848940966594,0.9593691307256607,0.02471085935116765,0.001169748702011144,0.007722
1B,1,158,0.45,0.22,0.24,0.09,0.00336,0.004864,0.48558,0.506196,0.012006319195872145,0.959559240862175,0.025008540025053882,0.0013012965316669906,0.008224
1B,1,159,0.45,0.22,0.24,0.09,0.003188,0.004472,0.485842,0.506498,0.012009108224263472,0.9582217746698595,0.02738605739716379,0.0009686976348974582,0.00766
1B,1,160,0.45,0.22,0.24,0.09,0.00325,0.005418,0.48543,0.505902,0.012005537698337503,0.9603894868634612,0.028954567059829146,0.0010969269884361687,0.008668
1B,1,161,0.45,0.22,0.24,0.09,0.003372,0.005528,0.485308,0.505792,0.012000592301695836,0.9589920433162549,0.0286634777758666,0.001370604858216677,0.0089
1B,1,162,0.45,0.22,0.24,0.09,0.00341,0.005324,0.4854,0.505866,0.012000433668615194,0.9591339278430153,0.028347136857675606,0.0011648968624222839,0.008733999999999999
1B,1,163,0.45,0.22,0.24,0.09,0.003518,0.005854,0.48514,0.505488,0.011995846855642757,0.9594160687329137,0.02702223305272691,0.001515307519516547,0.009372
1B,1,164,0.45,0.22,0.24,0.09,0.0034,0.005386,0.48537,0.505844,0.01200125269472456,0.9614329455840097,0.025029680505626793,0.0011970599001362365,0.008786
1B,1,165,0.45,0.22,0.24,0.09,0.003242,0.00495,0.48559,0.506218,0.012005786729781398,0.9598451808235482,0.025723393139823178,0.0010920087047150999,0.008192000000000001
1B,1,166,0.45,0.22,0.24,0.09,0.003392,0.00484,0.485582,0.506186,0.012004505486394592,0.9605431164713656,0.02353055968009349,0.0012104342951517791,0.008232
1B,1,167,0.45,0.22,0.24,0.09,0.00315,0.00446,0.48582,0.50657,0.01201074977827276,0.965790836586591,0.022192034939978372,0.0011953229215945866,0.0076100000000000004
1B,1,168,0.45,0.22,0.24,0.09,0.003418,0.005026,0.485496,0.50606,0.011999518271071187,0.9654403165942206,0.02128570652554336,0.001118768365230443,0.008444
1B,1,169,0.45,0.22,0.24,0.09,0.003412,0.004984,0.485516,0.506088,0.012002322048621224,0.9677953705968976,0.023343994052465077,0.0012638634602920107,0.008396
1B,1,170,0.45,0.22,0.24,0.09,0.003354,0.004964,0.485562,0.50612,0.012003675921307076,0.9673160123885116,0.0248949156215684,0.0013569166148748903,0.008317999999999999
1B,1,171,0.45,0.22,0.24,0.09,0.003436,0.004686,0.485582,0.506296,0.012005134284000341,0.9678157127021646,0.024349015802463476,0.0013482002196455985,0.008122
1B,1,172,0.45,0.22,0.24,0.09,0.003562,0.005236,0.485336,0.505866,0.011997995921786738,0.9685296545631331,0.024181463439634024,0.0016145831201774547,0.008798
1B,1,173,0.45,0.22,0.24,0.09,0.003354,0.004552,0.485686,0.506408,0.012006532565848417,0.970084097269535,0.024796400078299766,0.0012943164170128526,0.007906
1B,1,174,0.45,0.22,0.24,0.09,0.00333,0.004666,0.485692,0.506312,0.012004719318869097,0.9678932789320487,0.02478159049206868,0.0009242086133138052,0.007996
1B,1,175,0.45,0.22,0.24,0.09,0.003268,0.004794,0.485644,0.506294,0.01200622917894138,0.97022571847586,0.02464222558552403,0.0013040424007888924,0.008062
1B,1,176,0.45,0.22,0.24,0.09,0.003436,0.005084,0.485436,0.506044,0.012002241339411125,0.9712603283669925,0.02315056860019115,0.0015937848838522488,0.00852
1B,1,177,0.45,0.22,0.24,0.09,0.003248,0.004996,0.485584,0.506172,0.012006217649658254,0.969943966887854,0.024612335412071005,0.0011900944323680789,0.008244
1B,1,178,0.45,0.22,0.24,0.09,0.003458,0.004724,0.485578,0.50624,0.012004545549220607,0.9707014969501324,0.02478582814187815,0.0013270662900844987,0.008182
1B,1,179,0.45,0.22,0.24,0.09,0.003168,0.004438,0.485832,0.506562,0.01201085530628404,0.9696155411845503,0.02646547596882235,0.0011156796722039761,0.007606
1B,1,180,0.45,0.22,0.24,0.09,0.003322,0.004622,0.485678,0.506378,0.012005124690410507,0.9683068239165765,0.02511098657230034,0.0011653542722854984,0.007944
1B,1,181,0.45,0.22,0.24,0.09,0.00338,0.00484,0.485586,0.506194,0.012005350322596552,0.966542847808317,0.024523437632845115,0.001328321951818249,0.00822
1B,1,182,0.45,0.22,0.24,0.09,0.003162,0.004604,0.485774,0.50646,0.012009081016728672,0.9680123418972408,0.02425491883704429,0.0010686147877060615,0.0077659999999999995
1B,1,183,0.45,0.22,0.24,0.09,0.003384,0.004446,0.485734,0.506436,0.012005828091259645,0.9664831497585863,0.023899483920808696,0.0011985362589102177,0.00783
1B,1,184,0.45,0.22,0.24,0.09,0.00328,0.004298,0.485828,0.506594,0.012008834069509141,0.9687980455779118,0.023928243650095746,0.0012903398490767513,0.007578
