target_name,run,gen,X_L,X_F,X_B,X_C,f_L,f_F,f_B,f_C,mean_fitness,mean_p_F_given_L,mean_p_L_given_F,mean_p_L_given_B,CM
1B,0,160,0.45,0.22,0.24,0.09,0.003396,0.00488,0.485544,0.50618,0.012003412211112919,0.9706555217581713,0.020958438212222794,0.001479452204034982,0.008276
1B,0,161,0.45,0.22,0.24,0.09,0.003344,0.004594,0.485674,0.506388,0.012007759913159383,0.9701944840384833,0.019056124978870746,0.0015032931125914055,0.007938
1B,0,162,0.45,0.22,0.24,0.09,0.003298,0.004242,0.485808,0.506652,0.01200903018450325,0.9696134113759822,0.018387636456947576,0.0014816018578047028,0.00754
1B,0,163,0.45,0.22,0.24,0.09,0.003326,0.004658,0.485666,0.50635,0.012005569470673716,0.9701369679344568,0.01922272670380499,0.0012481768798893347,0.007984
1B,0,164,0.45,0.22,0.24,0.09,0.0035,0.004548,0.485606,0.506346,0.012004680293310237,0.9712060348975676,0.01968688209408552,0.0014129396781060381,0.008048
1B,0,165,0.45,0.22,0.24,0.09,0.00316,0.00416,0.48593,0.50675,0.012012217134439535,0.9710043558641537,0.019330758623961757,0.0011877013326031007,0.00732
1B,0,166,0.45,0.22,0.24,0.09,0.003442,0.004422,0.485686,0.50645,0.012004234686168977,0.9696984437410155,0.019674222840414732,0.0014170283132196716,0.007864
1B,0,167,0.45,0.22,0.24,0.09,0.003314,0.00425,0.485822,0.506614,0.01200871521216937,0.969230692196988,0.02065898071211041,0.001152836046149987,0.007564
1B,0,168,0.45,0.22,0.24,0.09,0.003448,0.005084,0.485442,0.506026,0.011999640788506138,0.968419596196974,0.022120419068034167,0.0013660324524004692,0.008532
1B,0,169,0.45,0.22,0.24,0.09,0.003374,0.00515,0.485436,0.50604,0.012002867092959214,0.9627169681905307,0.022078116096107665,0.001444364080191067,0.008524
1B,0,170,0.45,0.22,0.24,0.09,0.003272,0.004324,0.485816,0.506588,0.01200932770314176,0.964848078272969,0.02174073146583534,0.001484118790519205,0.007596
1B,0,171,0.45,0.22,0.24,0.09,0.003506,0.005066,0.485412,0.506016,0.012000837452538164,0.9648446396464311,0.020307126626233362,0.0015873068989589166,0.008572
1B,0,172,0.45,0.22,0.24,0.09,0.003306,0.004698,0.48564,0.506356,0.012006099484164309,0.9645926461941019,0.01906868435032363,0.001396472376833274,0.008004
1B,0,173,0.45,0.22,0.24,0.09,0.003276,0.004574,0.485714,0.506436,0.012006810770344,0.9631575888627365,0.019147089857803785,0.0012074573192983262,0.00785
1B,0,174,0.45,0.22,0.24,0.09,0.003338,0.004826,0.485598,0.506238,0.012005683124707796,0.9651809730228995,0.019076926136325983,0.0013707883187685287,0.008164000000000001
1B,0,175,0.45,0.22,0.24,0.09,0.003366,0.004832,0.485586,0.506216,0.012005026321564402,0.9655534919925678,0.020453708309450064,0.0014374191332227589,0.008198
1B,0,176,0.45,0.22,0.24,0.09,0.003364,0.004558,0.485678,0.5064,0.01200669541868099,0.9666648189840492,0.0199855508603541,0.001333766449230098,0.007922
1B,0,177,0.45,0.22,0.24,0.09,0.003294,0.003986,0.485926,0.506794,0.012011412084091119,0.9675421863817342,0.020481312339375037,0.0012689169249378825,0.00728
1B,0,178,0.45,0.22,0.24,0.09,0.003384,0.005188,0.485424,0.506004,0.012001601269925432,0.9651064358966425,0.020940280398563153,0.001288302360818983,0.008572
1B,0,179,0.45,0.22,0.24,0.09,0.00336,0.004886,0.485558,0.506196,0.012005007907718702,0.9664857611169918,0.01811218255514369,0.001217649579528299,0.008246
1B,0,180,0.45,0.22,0.24,0.09,0.003348,0.004554,0.485666,0.506432,0.012009325022468093,0.9645363234872234,0.019079771877353036,0.001309201441770546,0.007902
1B,0,181,0.45,0.22,0.24,0.09,0.003412,0.005044,0.485456,0.506088,0.012002897907248851,0.9638680157947872,0.016836442884268592,0.0014387780225520565,0.008456
1B,0,182,0.45,0.22,0.24,0.09,0.003494,0.005548,0.48522,0.505738,0.011998358631454988,0.9608968753108416,0.016685403048522056,0.0016445146760566787,0.009042
1B,0,183,0.45,0.22,0.24,0.09,0.003418,0.005016,0.485496,0.50607,0.012003495109739902,0.9587685723196095,0.017468209861737083,0.001432901029492939,0.008434
1B,0,184,0.45,0.22,0.24,0.09,0.003316,0.00432,0.485776,0.506588,0.012007922413157547,0.9584205727567021,0.017519249156730407,0.0012720897940771754,0.007636
1B,0,185,0.45,0.22,0.24,0.09,0.00323,0.004916,0.485608,0.506246,0.012007626510414772,0.9596748750658448,0.018429589139327532,0.0014540647701017633,0.008146
1B,0,186,0.45,0.22,0.24,0.09,0.003422,0.00522,0.485406,0.505952,0.012002455901997774,0.9566274258055041,0.020740632333120436,0.0016666985608693708,0.008642
1B,0,187,0.45,0.22,0.24,0.09,0.003592,0.00627,0.484906,0.505232,0.011993295499868512,0.9574172058857833,0.020506999394061795,0.0017214022316440016,0.009862000000000001
1B,0,188,0.45,0.22,0.24,0.09,0.003618,0.00585,0.485056,0.505476,0.011993986436412973,0.9551056801638905,0.019711005767192192,0.0017696286499119993,0.009468
1B,0,189,0.45,0.22,0.24,0.09,0.003324,0.004602,0.485694,0.50638,0.01200605588654361,0.9583775405394807,0.01976779701348799,0.001144584684245292,0.007926
1B,0,190,0.45,0.22,0.24,0.09,0.00328,0.005072,0.485528,0.50612,0.012007449316738786,0.9585286898773145,0.02262012904896285,0.0012052107153217157,0.008352
1B,0,191,0.45,0.22,0.24,0.09,0.003292,0.004734,0.485676,0.506298,0.01200629756669452,0.9571876949445678,0.02518550950846056,0.0012587746483113307,0.008026
1B,0,192,0.45,0.22,0.24,0.09,0.003402,0.004708,0.485604,0.506286,0.01200470794904654,0.9569135321193294,0.022722146964731467,0.0011605440583518716,0.008110000000000001
1B,0,193,0.45,0.22,0.24,0.09,0.003442,0.005444,0.485308,0.505806,0.011999873417761401,0.9550561797822672,0.024504443855253237,0.0013184381108997585,0.008886
1B,0,194,0.45,0.22,0.24,0.09,0.003324,0.005196,0.485462,0.506018,0.012005373207383797,0.9548493643287806,0.02466478859470174,0.001284980655328075,0.00852
1B,0,195,0.45,0.22,0.24,0.09,0.003398,0.005002,0.485512,0.506088,0.012001494833366596,0.9573226183970555,0.022017432940813365,0.0012776684040125721,0.008400000000000001
1B,0,196,0.45,0.22,0.24,0.09,0.00359,0.005678,0.485116,0.505616,0.011995317114184839,0.9541011980787162,0.02102786443235682,0.001578206164656256,0.009268
1B,0,197,0.45,0.22,0.24,0.09,0.003416,0.005314,0.48539,0.50588,0.011999935278332735,0.9529000441016567,0.019303447796713207,0.0013616191743396064,0.00873
1B,0,198,0.45,0.22,0.24,0.09,0.003512,0.00526,0.485334,0.505894,0.012000999890737963,0.9511727886079905,0.02152044968893854,0.0014447174442562963,0.008772
1B,0,199,0.45,0.22,0.24,0.09,0.003696,0.005616,0.485124,0.505564,0.011995648137574625,0.9531649326163147,0.02303857505617937,0.0015556010387822868,0.009312
1B,0,200,0.45,0.22,0.24,0.09,0.003506,0.005758,0.485158,0.505578,0.011996529535221534,0.9529134326969911,0.022869165012688486,0.0014498703508328279,0.009264
1B,0,201,0.45,0.22,0.24,0.09,0.003582,0.005576,0.485198,0.505644,0.011996140394538463,0.9519404321158537,0.02358303570151759,0.0014615223445327214,0.009158
1B,0,202,0.45,0.22,0.24,0.09,0.003482,0.005618,0.48522,0.50568,0.011997356424113089,0.9510704157398483,0.024361813700283293,0.0014013277845899537,0.0091
1B,0,203,0.45,0.22,0.24,0.09,0.003572,0.005538,0.485212,0.505678,0.011996656062303162,0.948907482926853,0.024005372903024753,0.001675980219728071,0.00911
1B,0,204,0.45,0.22,0.24,0.09,0.003414,0.005346,0.48536,0.50588,0.012000769253283876,0.9525494388115099,0.02508283154208432,0.0014770069891604856,0.00876
1B,0,205,0.45,0.22,0.24,0.09,0.003484,0.005352,0.48534,0.505824,0.01199907817132684,0.9524514424647418,0.025666170920835476,0.0016294856929413792,0.008836
1B,0,206,0.45,0.22,0.24,0.09,0.00358,0.005742,0.485136,0.505542,0.011995860768345057,0.9541675068874022,0.02591212082939776,0.0014999352857701126,0.009322
1B,0,207,0.45,0.22,0.24,0.09,0.003434,0.00536,0.48535,0.505856,0.01200163005817608,0.9553774738108672,0.02324161605757905,0.001357915787576562,0.008794
1B,0,208,0.45,0.22,0.24,0.09,0.00354,0.004972,0.485426,0.506062,0.01200127044897089,0.9590596650100137,0.021786062033794167,0.0015405405588480123,0.008512
1B,0,209,0.45,0.22,0.24,0.09,0.003548,0.00553,0.485196,0.505726,0.011997499643465635,0.959136337109799,0.02290006309619364,0.0017746731353448118,0.009078
1B,0,210,0.45,0.22,0.24,0.09,0.003596,0.005746,0.485114,0.505544,0.011996962061483835,0.9588375107644307,0.02181714138990492,0.0016066494703012905,0.009342
1B,0,211,0.45,0.22,0.24,0.09,0.003368,0.00496,0.485526,0.506146,0.012002603596908497,0.9575991735195309,0.022324733308315095,0.0015231838909233323,0.008328
1B,0,212,0.45,0.22,0.24,0.09,0.00342,0.005206,0.485422,0.505952,0.011999145756132869,0.9587743686560497,0.023049754688608353,0.0015511106412959658,0.008626
1B,0,213,0.45,0.22,0.24,0.09,0.003386,0.005302,0.48541,0.505902,0.012002083600435632,0.9585760043732205,0.023725148784852615,0.0011014555408287174,0.008688000000000001
1B,0,214,0.45,0.22,0.24,0.09,0.003258,0.004714,0.485724,0.506304,0.012007141948486734,0.9546291302402758,0.023434716804930214,0.0008140476197019449,0.007972
1B,0,215,0.45,0.22,0.24,0.09,0.003422,0.004578,0.48566,0.50634,0.012003920067697453,0.9578361958969449,0.020417421408366162,0.001324565375561589,0.008
1B,0,216,0.45,0.22,0.24,0.09,0.003602,0.006038,0.484992,0.505368,0.011992290412063558,0.9595259493756534,0.021393845415748118,0.0017016155801326887,0.00964
1B,0,217,0.45,0.22,0.24,0.09,0.003488,0.005584,0.485222,0.505706,0.012000457766186133,0.9590775685801702,0.022335783058409286,0.0015952532022831965,0.009072
1B,0,218,0.45,0.22,0.24,0.09,0.003464,0.005006,0.485466,0.506064,0.01200247550305515,0.9581979421038918,0.021643593476617373,0.0016949974942417193,0.00847
1B,0,219,0.45,0.22,0.24,0.09,0.003244,0.004934,0.485618,0.506204,0.012006308365750082,0.960082574793508,0.020724092010144073,0.0011792297143731637,0.008178
1B,0,220,0.45,0.22,0.24,0.09,0.003372,0.004942,0.485536,0.50615,0.012004483972697017,0.9583089396180267,0.02046509683936185,0.0013059806415805712,0.008314
1B,0,221,0.45,0.22,0.24,0.09,0.003432,0.005104,0.485434,0.50603,0.011999728832126251,0.9573439808916809,0.020575836395067677,0.0012065881402778373,0.008536
1B,0,222,0.45,0.22,0.24,0.09,0.003538,0.005132,0.485406,0.505924,0.011999074966318453,0.9580257180008609,0.021796656149131708,0.0011539695307099494,0.00867
1B,0,223,0.45,0.22,0.24,0.09,0.00342,0.004802,0.48556,0.506218,0.012003033285722131,0.961488253522844,0.02198809457541351,0.0013420282739559726,0.008222
1B,0,224,0.45,0.22,0.24,0.09,0.00348,0.005836,0.485148,0.505536,0.011995529357072222,0.9596407249705382,0.021061629061087696,0.0012984590998472991,0.009316
1B,0,225,0.45,0.22,0.24,0.09,0.003262,0.00486,0.4856,0.506278,0.012007190515180866,0.9622055730921186,0.01982917776372094,0.0015600892735125212,0.008122
1B,0,226,0.45,0.22,0.24,0.09,0.00343,0.005172,0.485402,0.505996,0.012002593795826329,0.9631172268076967,0.019424504950537345,0.0015606993551444811,0.008602
1B,0,227,0.45,0.22,0.24,0.09,0.003244,0.004634,0.485708,0.506414,0.012006790173224889,0.9622958228440294,0.02157986834933913,0.0012114694817723776,0.007878
1B,0,228,0.45,0.22,0.24,0.09,0.003346,0.004276,0.485826,0.506552,0.012009450227616859,0.9643847085239151,0.023817390218532,0.0011392225520316852,0.007622
1B,0,229,0.45,0.22,0.24,0.09,0.003356,0.00479,0.485612,0.506242,0.012003193992348565,0.9665598051485093,0.025242685641178427,0.0012264496401694948,0.008146
1B,0,230,0.45,0.22,0.24,0.09,0.003388,0.00509,0.485478,0.506044,0.012004336934421319,0.9645787812929405,0.02675754077055402,0.0012171389192646707,0.008478
1B,0,231,0.45,0.22,0.24,0.09,0.003434,0.005086,0.48546,0.50602,0.012000359259088215,0.9632978224188107,0.027644168549833543,0.0014330685045093898,0.00852
1B,0,232,0.45,0.22,0.24,0.09,0.003322,0.00495,0.485562,0.506166,0.012007864616374198,0.9631663681346636,0.0277922936654216,0.0011089448499875755,0.008272
1B,0,233,0.45,0.22,0.24,0.09,0.00327,0.004846,0.485636,0.506248,0.012005965117346772,0.964688672155805,0.02834914389877555,0.0010414573988912835,0.008116
1B,0,234,0.45,0.22,0.24,0.09,0.003488,0.005632,0.485228,0.505652,0.011997366201301657,0.963064859811093,0.02830166026252526,0.0013692223588868805,0.00912
1B,0,235,0.45,0.22,0.24,0.09,0.003298,0.00501,0.485566,0.506126,0.012004709763608807,0.9616597763616571,0.028342752396225683,0.001136001409129745,0.008308
1B,0,236,0.45,0.22,0.24,0.09,0.003182,0.0048,0.485704,0.506314,0.012007824872190287,0.9638919992603833,0.02704158116461905,0.0010296249935616967,0.007982
1B,0,237,0.45,0.22,0.24,0.09,0.003496,0.005174,0.485388,0.505942,0.012000520558045015,0.9648117638160386,0.02671735194827809,0.0012315141222932744,0.00867
1B,0,238,0.45,0.22,0.24,0.09,0.003158,0.004928,0.485676,0.506238,0.01200610832165467,0.9607964435287355,0.027053910901263335,0.0009651208755149744,0.008086
1B,0,239,0.45,0.22,0.24,0.09,0.0035,0.00519,0.485368,0.505942,0.012001670036841768,0.9591415299711145,0.028435902338454156,0.001472159122656838,0.00869
1B,0,240,0.45,0.22,0.24,0.09,0.0034,0.005392,0.485354,0.505854,0.011997732914810027,0.9608137196890277,0.027221205349663814,0.0012355986963541808,0.008792
1B,0,241,0.45,0.22,0.24,0.09,0.003174,0.004702,0.485732,0.506392,0.012009860074088852,0.9627454125106453,0.026457080420644857,0.0011455951259344683,0.007876
1B,0,242,0.45,0.22,0.24,0.09,0.00347,0.005356,0.48533,0.505844,0.012000588042779583,0.9633184099732958,0.026453961558574077,0.001454873395605616,0.008826
1B,0,243,0.45,0.22,0.24,0.09,0.00344,0.005304,0.485354,0.505902,0.011999219960967089,0.9626911430476006,0.026865964758049792,0.0012429981907922626,0.008744
1B,0,244,0.45,0.22,0.24,0.09,0.003378,0.005124,0.48547,0.506028,0.012004838826111868,0.9630662033514286,0.02499575753817538,0.0012888455810344248,0.008502
1B,0,245,0.45,0.22,0.24,0.09,0.003494,0.004698,0.48559,0.506218,0.012003271806881145,0.9619729432187551,0.026953135980855414,0.0011164764981991516,0.008192
1B,0,246,0.45,0.22,0.24,0.09,0.00346,0.00511,0.48544,0.50599,0.012000721268287823,0.9618394629817522,0.02951279619687972,0.001279802314422472,0.00857
1B,0,247,0.45,0.22,0.24,0.09,0.003438,0.005502,0.48529,0.50577,0.011999490569770168,0.9619279306178964,0.027753225971644802,0.001170539175701656,0.00894
1B,0,248,0.45,0.22,0.24,0.09,0.003352,0.004842,0.48559,0.506216,0.012003345181642719,0.9603082260573899,0.028321398174591887,0.0011179821584805076,0.008194
1B,0,249,0.45,0.22,0.24,0.09,0.003334,0.005338,0.485406,0.505922,0.012003703016438093,0.9618358992239744,0.02907942215283165,0.0012939150822831474,0.008672
1B,0,250,0.45,0.22,0.24,0.09,0.003558,0.005784,0.485126,0.505532,0.01199652929042417,0.9611037399250743,0.028220502941300032,0.0014699067989991065,0.009342
1B,0,251,0.45,0.22,0.24,0.09,0.003618,0.006172,0.484936,0.505274,0.011994029711113347,0.960074107493534,0.028616351579637444,0.0014447897684412535,0.00979
1B,0,252,0.45,0.22,0.24,0.09,0.003412,0.00493,0.485534,0.506124,0.01200148910731804,0.9640220630254402,0.029066082729664464,0.0011362864658161422,0.008342
1B,0,253,0.45,0.22,0.24,0.09,0.003196,0.004984,0.485628,0.506192,0.012007224892654648,0.9655254761797533,0.027182457951031625,0.0011981491500664134,0.00818
1B,0,254,0.45,0.22,0.24,0.09,0.003492,0.00501,0.485454,0.506044,0.012000249364805246,0.9668469455395166,0.026600966885905783,0.0014212289234654372,0.008502
1B,0,255,0.45,0.22,0.24,0.09,0.003606,0.005582,0.485164,0.505648,0.011996985526553672,0.967797394231733,0.02477470912912901,0.0014502729884994638,0.009188
1B,0,256,0.45,0.22,0.24,0.09,0.003186,0.00458,0.485782,0.506452,0.012008702795502178,0.9663076807193755,0.026766401315490334,0.0011719044187855018,0.007766
1B,0,257,0.45,0.22,0.24,0.09,0.00347,0.005308,0.485336,0.505886,0.012000872970644633,0.9674876505221518,0.028424882440575245,0.0014816629618374664,0.008778000000000001
1B,0,258,0.45,0.22,0.24,0.09,0.003512,0.005624,0.485206,0.505658,0.011996060526011565,0.9681683358347284,0.028204033064403014,0.0015478538295306099,0.009136
1B,0,259,0.45,0.22,0.24,0.09,0.003434,0.005128,0.485436,0.506002,0.012002074044384126,0.967108128400773,0.028285921082533468,0.0015153132598396942,0.008562
1B,0,260,0.45,0.22,0.24,0.09,0.003466,0.00525,0.48538,0.505904,0.011998124361301887,0.9677874849362497,0.0275695600123723,0.001385097013785386,0.008716
1B,0,261,0.45,0.22,0.24,0.09,0.00338,0.004754,0.485606,0.50626,0.01200478188029479,0.9692295259325554,0.025265230195799595,0.0013310581383886456,0.008134
1B,0,262,0.45,0.22,0.24,0.09,0.003444,0.004788,0.485586,0.506182,0.012000515145835033,0.9697810290536446,0.023787431285060542,0.001292602095678928,0.008232
1B,0,263,0.45,0.22,0.24,0.09,0.003412,0.005152,0.485438,0.505998,0.01200243617921311,0.9675418331940602,0.023399964991395968,0.0013606829014696572,0.008564
1B,0,264,0.45,0.22,0.24,0.09,0.00317,0.004134,0.485946,0.50675,0.012013113906528322,0.9692960030390255,0.021676308113436057,0.0012194610981188935,0.007304
1B,0,265,0.45,0.22,0.24,0.09,0.003424,0.004558,0.485658,0.50636,0.012003089498609367,0.9703207964893779,0.02216291927864542,0.0014723233151061768,0.007982
1B,0,266,0.45,0.22,0.24,0.09,0.003548,0.004944,0.485442,0.506066,0.01199990144285347,0.9694296011914135,0.02257030968077944,0.0016409475093216346,0.008492
1B,0,267,0.45,0.22,0.24,0.09,0.00354,0.005706,0.485152,0.505602,0.011996732880118375,0.9705895920332749,0.024073486591326472,0.0018471673331288303,0.009246
1B,0,268,0.45,0.22,0.24,0.09,0.00344,0.005032,0.485478,0.50605,0.012003110228933139,0.971826583691342,0.022882939417864977,0.0014127676198619427,0.008472
1B,0,269,0.45,0.22,0.24,0.09,0.003234,0.004288,0.485846,0.506632,0.012007954086656222,0.9716286504619295,0.021425482514371427,0.00142350629490399,0.007522
1B,0,270,0.45,0.22,0.24,0.09,0.003548,0.005236,0.485338,0.505878,0.012000615937081838,0.9693346412957442,0.022940922396712367,0.0016571880723026751,0.008784
1B,0,271,0.45,0.22,0.24,0.09,0.003476,0.00451,0.485652,0.506362,0.012002854549117238,0.9677573313906326,0.022651039992488877,0.0012811344364100732,0.007986
1B,0,272,0.45,0.22,0.24,0.09,0.00326,0.005142,0.485522,0.506076,0.012004838817936908,0.9667807116726865,0.026153011866792263,0.00122288598240735,0.008402
1B,0,273,0.45,0.22,0.24,0.09,0.003434,0.005352,0.485362,0.505852,0.012001021851461666,0.967037750565596,0.027917645455086248,0.001262079260275186,0.008786
1B,0,274,0.45,0.22,0.24,0.09,0.003438,0.005606,0.48525,0.505706,0.01199887983687422,0.9680173974533505,0.028996408380778847,0.001420604594978319,0.009044
1B,0,275,0.45,0.22,0.24,0.09,0.003352,0.00435,0.485792,0.506506,0.012006443724093905,0.968340235781742,0.03006097570481716,0.0012425833438258302,0.007702
1B,0,276,0.45,0.22,0.24,0.09,0.003258,0.004314,0.48582,0.506608,0.01200670379039861,0.9698955455936734,0.02751518265984599,0.0012602408078153323,0.007572000000000001
1B,0,277,0.45,0.22,0.24,0.09,0.003476,0.005302,0.485318,0.505904,0.011999150312985405,0.9676713262874344,0.02719204347657798,0.0015725137446719164,0.008778000000000001
1B,0,278,0.45,0.22,0.24,0.09,0.003294,0.004906,0.485594,0.506206,0.012004823865963325,0.9666818961842593,0.026234754832672222,0.0011654568460047238,0.008199999999999999
1B,0,279,0.45,0.22,0.24,0.09,0.00331,0.004764,0.485646,0.50628,0.012008945884960348,0.9663147561113605,0.025838754537878372,0.0012491039671015587,0.008074
1B,0,280,0.45,0.22,0.24,0.09,0.003488,0.004998,0.48548,0.506034,0.012002861477471843,0.9656126447158839,0.024349755909824907,0.0011772051522159282,0.008486
1B,0,281,0.45,0.22,0.24,0.09,0.00368,0.005582,0.48514,0.505598,0.01199459349268072,0.963903063703184,0.02471544443012248,0.0016844411698893485,0.009262
1B,0,282,0.45,0.22,0.24,0.09,0.00343,0.005078,0.485466,0.506026,0.012003558793632905,0.9653528466573471,0.024796869569993794,0.0013502197138639948,0.008508
1B,0,283,0.45,0.22,0.24,0.09,0.003312,0.004392,0.485792,0.506504,0.012008645751224085,0.9673151491639119,0.02417503698157162,0.0011008403137174909,0.007704
1B,0,284,0.45,0.22,0.24,0.09,0.003328,0.004562,0.485712,0.506398,0.012006485102996465,0.9650315037309515,0.02742700186864785,0.001022669301676017,0.00789
1B,0,285,0.45,0.22,0.24,0.09,0.003306,0.004804,0.485632,0.506258,0.012004214779601022,0.9652029866761158,0.02806005347359781,0.0011082990905519243,0.00811
1B,0,286,0.45,0.22,0.24,0.09,0.003492,0.005502,0.485256,0.50575,0.011997292354705093,0.9658128400391117,0.028863518093994615,0.0013935504484657807,0.008994
1B,0,287,0.45,0.22,0.24,0.09,0.003404,0.005362,0.485368,0.505866,0.01200181472068563,0.9662382418816681,0.030404042103019537,0.0015148913981554257,0.008766
1B,0,288,0.45,0.22,0.24,0.09,0.003368,0.005572,0.485324,0.505736,0.01199902383262486,0.9671182163537132,0.030489144235663568,0.0012099199072122082,0.00894
1B,0,289,0.45,0.22,0.24,0.09,0.003394,0.005256,0.485422,0.505928,0.012002864582469528,0.9648482927278259,0.030544687586693937,0.0012707330068780713,0.00865
1B,0,290,0.45,0.22,0.24,0.09,0.003448,0.005496,0.485288,0.505768,0.012000658625173773,0.9643417861546023,0.030453821561090798,0.0012952376678250195,0.008944
1B,0,291,0.45,0.22,0.24,0.09,0.003268,0.005082,0.485532,0.506118,0.012004348393666292,0.9643341057899233,0.028666982858253507,0.0013194751876570508,0.00835
1B,0,292,0.45,0.22,0.24,0.09,0.00342,0.005238,0.4854,0.505942,0.012001696383158279,0.9687102827980286,0.030200566528151236,0.0014051667744032405,0.008657999999999999
1B,0,293,0.45,0.22,0.24,0.09,0.003344,0.004886,0.48561,0.50616,0.012005461778415763,0.9656621694633715,0.03036854017339249,0.0010648675927583304,0.00823
1B,0,294,0.45,0.22,0.24,0.09,0.00333,0.00451,0.48572,0.50644,0.01200702814100456,0.9643176699127555,0.028495953104789012,0.001275765185303628,0.00784
1B,0,295,0.45,0.22,0.24,0.09,0.00345,0.005658,0.485226,0.505666,0.011997702614332263,0.9658630033190423,0.026591949267265776,0.0014214516276416793,0.009108
1B,0,296,0.45,0.22,0.24,0.09,0.00333,0.004938,0.485562,0.50617,0.012004767029256761,0.9646126870448872,0.02522980208913671,0.0013809103266451991,0.008268
1B,0,297,0.45,0.22,0.24,0.09,0.003528,0.005774,0.485112,0.505586,0.011998409615342258,0.9670464828035145,0.024281027001055076,0.0016990758997883829,0.009302
1B,0,298,0.45,0.22,0.24,0.09,0.00346,0.00482,0.485548,0.506172,0.012004141874405832,0.9693387326161753,0.02526071640581513,0.001347813352922755,0.00828
1B,0,299,0.45,0.22,0.24,0.09,0.003354,0.005058,0.48549,0.506098,0.012003402455892615,0.9697578490459049,0.02386539593087642,0.0015763927110581956,0.008412
1B,1,0,0.45,0.22,0.24,0.09,0.474632,0.493094,0.026256,0.006018,0.006206770916524581,0.5041959996173496,0.4791942993007292,0.4998706365398472,0.967726
1B,1,1,0.45,0.22,0.24,0.09,0.24356,0.715236,0.033964,0.00724,0.007317766049916523,0.649993091647616,0.2330830573229,0.47658274070958817,0.958796
1B,1,2,0.45,0.22,0.24,0.09,0.118032,0.783656,0.07869,0.019622,0.008103957585969584,0.688893537848571,0.07901774660722925,0.4776941139894371,0.901688
1B,1,3,0.45,0.22,0.24,0.09,0.08613,0.573044,0.216858,0.123968,0.00875226590425915,0.7619603226897427,0.02984508347278382,0.38925982984400453,0.659174
1B,1,4,0.45,0.22,0.24,0.09,0.045058,0.30793,0.353238,0.293774,0.010040005359209925,0.7899919571239716,0.0307137400949347,0.1342226111627634,0.35298799999999997
1B,1,5,0.45,0.22,0.24,0.09,0.014506,0.079686,0.453732,0.452076,0.011418473900071462,0.8031597076803546,0.034912897514716004,0.017221054979475875,0.09419200000000001
1B,1,6,0.45,0.22,0.24,0.09,0.00724,0.028708,0.475118,0.488934,0.011800931988246234,0.8147331245736961,0.035270619725554044,0.004605402689801028,0.035948
1B,1,7,0.45,0.22,0.24,0.09,0.005172,0.016078,0.480538,0.498212,0.011909242628772874,0.8284911690293746,0.03752244940676693,0.0025699190558975383,0.021249999999999998
1B,1,8,0.45,0.22,0.24,0.09,0.005234,0.016878,0.480194,0.497694,0.011904085890315348,0.823802208182766,0.039989616561512335,0.0022780283568514716,0.022112
1B,1,9,0.45,0.22,0.24,0.09,0.005238,0.016056,0.480524,0.498182,0.01190552087612877,0.8217724027491767,0.04028708694708989,0.0022913279201684763,0.021294
1B,1,10,0.45,0.22,0.24,0.09,0.004996,0.014994,0.481026,0.498984,0.011917023610041941,0.8187197203561307,0.039780048279005865,0.0020782403272687623,0.01999
1B,1,11,0.45,0.22,0.24,0.09,0.00487,0.014052,0.481422,0.499656,0.011925520367273405,0.8244369947888345,0.038682518733679505,0.001843576646433977,0.018922
1B,1,12,0.45,0.22,0.24,0.09,0.004684,0.013536,0.481686,0.500094,0.011932563761922513,0.8261991200822395,0.03980151723287464,0.001598274285080873,0.01822
1B,1,13,0.45,0.22,0.24,0.09,0.004916,0.01468,0.481162,0.499242,0.011922756705328816,0.8279428353515752,0.03778392161274157,0.0017882609607186887,0.019596000000000002
1B,1,14,0.45,0.22,0.24,0.09,0.004662,0.013344,0.48176,0.500234,0.011931755690221318,0.8403832342036162,0.03837467233213077,0.0018074781104030278,0.018006
1B,1,15,0.45,0.22,0.24,0.09,0.004632,0.013256,0.481828,0.500284,0.011932726151161038,0.8539184444011614,0.038498793032188755,0.0014064381511993374,0.017888
1B,1,16,0.45,0.22,0.24,0.09,0.004298,0.011854,0.482516,0.501332,0.011948041668632317,0.8536117388892277,0.03549109759029638,0.0014909108872418044,0.016152
1B,1,17,0.45,0.22,0.24,0.09,0.004354,0.010918,0.482846,0.501882,0.011952993616663311,0.8600239512720986,0.03472697666772013,0.0013086360786649194,0.015272
1B,1,18,0.45,0.22,0.24,0.09,0.004318,0.011986,0.482454,0.501242,0.01194628669509933,0.8649678336948218,0.03700807877003652,0.0011235154123761073,0.016304
1B,1,19,0.45,0.22,0.24,0.09,0.004084,0.009722,0.483432,0.502762,0.011965226828596166,0.8674258823509321,0.03472063765827757,0.001352300536766983,0.013805999999999999
1B,1,20,0.45,0.22,0.24,0.09,0.003774,0.008834,0.483908,0.503484,0.011975294391527364,0.8662699764172934,0.03331850805816539,0.0011554820465499592,0.012608
1B,1,21,0.45,0.22,0.24,0.09,0.00393,0.008246,0.484052,0.503772,0.011976183213459621,0.8731110737517941,0.031226048099151586,0.001210006396501373,0.012176
1B,1,22,0.45,0.22,0.24,0.09,0.004056,0.009052,0.483694,0.503198,0.011968814091330346,0.885050867298466,0.033276139398561624,0.0015662119237495854,0.013107999999999998
