target_name,run,gen,X_L,X_F,X_B,X_C,f_L,f_F,f_B,f_C,mean_fitness,mean_p_F_given_L,mean_p_L_given_F,mean_p_L_given_B,CM
2A,1,22,0.38,0.15,0.11,0.36,0.113106,0.61496,0.179486,0.092448,0.010518506140662328,0.9903268034050872,0.002302463218165178,0.6891610105120811,0.728066
2A,1,23,0.38,0.15,0.11,0.36,0.114428,0.613842,0.179224,0.092506,0.010500917525718325,0.9906205194559313,0.002272286185996217,0.6963272146320963,0.72827
2A,1,24,0.38,0.15,0.11,0.36,0.113632,0.613024,0.180256,0.093088,0.010505267930024742,0.9902305114243338,0.0020898403511243053,0.6992279318442413,0.726656
2A,1,25,0.38,0.15,0.11,0.36,0.10811,0.609876,0.185346,0.096668,0.010545626650575983,0.9923665232002525,0.00222740980243886,0.664299378756414,0.717986
2A,1,26,0.38,0.15,0.11,0.36,0.111882,0.60575,0.185056,0.097312,0.010489804511458598,0.9932272182770815,0.0020083036775938494,0.681575840067414,0.717632
2A,1,27,0.38,0.15,0.11,0.36,0.111504,0.602338,0.187004,0.099154,0.01047732547074008,0.992759559852582,0.0017340684359420154,0.683126811162426,0.7138420000000001
2A,1,28,0.38,0.15,0.11,0.36,0.111084,0.610714,0.182992,0.09521,0.010519935748214707,0.9925681088924612,0.0017948695021326017,0.6824730607388867,0.7217979999999999
2A,1,29,0.38,0.15,0.11,0.36,0.10974,0.608438,0.18503,0.096792,0.010522137763067572,0.9927122153779557,0.0016972577888854372,0.6666730498352507,0.718178
2A,1,30,0.38,0.15,0.11,0.36,0.109988,0.610068,0.183968,0.095976,0.010527529514304593,0.992002780745609,0.0019227122097755704,0.6707966061736879,0.720056
2A,1,31,0.38,0.15,0.11,0.36,0.106642,0.610624,0.18575,0.096984,0.010562224119621565,0.9922777352562356,0.0017682379189855883,0.6441811131917209,0.717266
2A,1,32,0.38,0.15,0.11,0.36,0.107664,0.606474,0.187326,0.098536,0.01053511709887164,0.992937592660247,0.0017515056459406406,0.6488988843407959,0.7141379999999999
2A,1,33,0.38,0.15,0.11,0.36,0.108096,0.60679,0.186908,0.098206,0.010532579867055124,0.9924995707782918,0.0020268168250876916,0.6472545864935314,0.714886
2A,1,34,0.38,0.15,0.11,0.36,0.108158,0.610274,0.184978,0.09659,0.010544745533492595,0.9931755391309929,0.0019471599396709057,0.6460955934287765,0.718432
2A,1,35,0.38,0.15,0.11,0.36,0.107834,0.614976,0.18266,0.09453,0.01056835710893553,0.9929732630832213,0.0018179159762327925,0.6499383957792954,0.72281
2A,1,36,0.38,0.15,0.11,0.36,0.111716,0.618402,0.17865,0.091232,0.01054779466405402,0.9941076679199193,0.0018969550267170666,0.6781623567273611,0.730118
2A,1,37,0.38,0.15,0.11,0.36,0.11237,0.613028,0.18097,0.093632,0.01051808723866126,0.9934033839068999,0.0022349867393616197,0.6785787547585348,0.725398
2A,1,38,0.38,0.15,0.11,0.36,0.10993,0.611332,0.18339,0.095348,0.010533551542434657,0.9932837200380654,0.0018048637223364217,0.6686544057758054,0.721262
2A,1,39,0.38,0.15,0.11,0.36,0.11038,0.613662,0.18185,0.094108,0.010537944117166844,0.9925702225920647,0.0021513570135722002,0.6717523830153012,0.7240420000000001
2A,1,40,0.38,0.15,0.11,0.36,0.109038,0.61486,0.182096,0.094006,0.01055822813700849,0.9925618091647532,0.002096796362586038,0.665147139618133,0.7238979999999999
2A,1,41,0.38,0.15,0.11,0.36,0.109176,0.6086,0.1852,0.097024,0.010527831164161736,0.9917721976468047,0.002209656787000914,0.6535206436022779,0.717776
2A,1,42,0.38,0.15,0.11,0.36,0.109704,0.606134,0.186208,0.097954,0.010512119939036491,0.9917571700506517,0.0018251395771829394,0.6563283382764855,0.715838
2A,1,43,0.38,0.15,0.11,0.36,0.109538,0.613442,0.182446,0.094574,0.010544813169238111,0.9918043569392048,0.0017538016406724389,0.6659603418514644,0.7229800000000001
2A,1,44,0.38,0.15,0.11,0.36,0.112152,0.612166,0.181456,0.094226,0.01051350510654525,0.9920904620081118,0.0016304571465662198,0.6850391232255636,0.724318
2A,1,45,0.38,0.15,0.11,0.36,0.10967,0.616408,0.180906,0.093016,0.010558864327699431,0.9916910513805097,0.001646732116100452,0.6637322646680937,0.726078
2A,1,46,0.38,0.15,0.11,0.36,0.108538,0.613938,0.182846,0.094678,0.010556036879273414,0.9928770344340128,0.0017498176635698873,0.6560349944400256,0.722476
2A,1,47,0.38,0.15,0.11,0.36,0.110534,0.614598,0.18123,0.093638,0.010539544440318988,0.993091215777081,0.0018012020360529577,0.6693573915918373,0.725132
2A,1,48,0.38,0.15,0.11,0.36,0.109746,0.615362,0.18143,0.093462,0.010553944682979021,0.9933955718244212,0.0019343810131420497,0.6679403192071025,0.725108
2A,1,49,0.38,0.15,0.11,0.36,0.1107,0.615794,0.18056,0.092946,0.010545382164523597,0.9937687320900299,0.0016782804531262506,0.6720617202107453,0.726494
2A,1,50,0.38,0.15,0.11,0.36,0.113068,0.616042,0.178756,0.092134,0.01052014080566132,0.9935251617711041,0.002039568394119975,0.6816806113255202,0.7291099999999999
2A,1,51,0.38,0.15,0.11,0.36,0.108854,0.61643,0.181368,0.093348,0.010566675737626563,0.993100653082347,0.0019831409729126593,0.6463477626639267,0.725284
2A,1,52,0.38,0.15,0.11,0.36,0.109434,0.61672,0.180678,0.093168,0.010559437743853196,0.9928916523602062,0.0021214693665876794,0.6503458723308061,0.7261540000000001
2A,1,53,0.38,0.15,0.11,0.36,0.105844,0.618766,0.181884,0.093506,0.010603184392222121,0.992132774175606,0.0021480739533345874,0.6309069921316507,0.72461
2A,1,54,0.38,0.15,0.11,0.36,0.10503,0.621888,0.180878,0.092204,0.010629012508220823,0.992492350411745,0.00248116907549479,0.6282340799771046,0.726918
2A,1,55,0.38,0.15,0.11,0.36,0.107376,0.61285,0.184018,0.095756,0.01056193612631622,0.9918399821071582,0.0020058841249648027,0.6368505545071682,0.720226
2A,1,56,0.38,0.15,0.11,0.36,0.10659,0.623222,0.179264,0.090924,0.01061862937035804,0.9922061418373044,0.0017437227063366342,0.6429748258128347,0.729812
2A,1,57,0.38,0.15,0.11,0.36,0.10648,0.621244,0.18032,0.091956,0.010611208465686363,0.9926107655856836,0.0018337198092701536,0.6363016525616055,0.727724
2A,1,58,0.38,0.15,0.11,0.36,0.10634,0.61892,0.181614,0.093126,0.010601588914919016,0.9919553317699046,0.0017615623513339198,0.6308567674680211,0.72526
2A,1,59,0.38,0.15,0.11,0.36,0.105798,0.616652,0.182972,0.094578,0.010596014748686695,0.9911385112906506,0.0024309717953498065,0.6230556872994467,0.72245
2A,1,60,0.38,0.15,0.11,0.36,0.104936,0.617856,0.182994,0.094214,0.010609562239363346,0.9917189182071031,0.002516761936060893,0.6197786248383366,0.722792
2A,1,61,0.38,0.15,0.11,0.36,0.104194,0.613182,0.18584,0.096784,0.010595784769965186,0.9930385461569503,0.001894572803009376,0.6187052828569831,0.717376
2A,1,62,0.38,0.15,0.11,0.36,0.10675,0.60946,0.18627,0.09752,0.010555368406120735,0.9929474672764579,0.001536169118954029,0.6331239558009749,0.71621
2A,1,63,0.38,0.15,0.11,0.36,0.107466,0.613394,0.183738,0.095402,0.010566400833235078,0.9924817095358842,0.0014433655399608942,0.6384194302390552,0.7208600000000001
2A,1,64,0.38,0.15,0.11,0.36,0.10571,0.612122,0.185502,0.096666,0.010576377737652354,0.9936563669135037,0.0016435377517575748,0.62554469360391,0.717832
2A,1,65,0.38,0.15,0.11,0.36,0.10757,0.61673,0.181948,0.093752,0.010578257062689602,0.993105175010166,0.00191050930360986,0.6396822958771994,0.7242999999999999
2A,1,66,0.38,0.15,0.11,0.36,0.107994,0.614172,0.182964,0.09487,0.010563488821008842,0.9926813178198981,0.0017900451629716404,0.6471669944544185,0.7221660000000001
2A,1,67,0.38,0.15,0.11,0.36,0.108838,0.61174,0.183736,0.095686,0.010545471633041925,0.991819251891869,0.001780601910959624,0.6489323219545812,0.7205779999999999
2A,1,68,0.38,0.15,0.11,0.36,0.107592,0.61398,0.183368,0.09506,0.010564671734808923,0.9922151788699777,0.00187349006667601,0.6422527844906009,0.721572
2A,1,69,0.38,0.15,0.11,0.36,0.105426,0.614238,0.18458,0.095756,0.010589855281239667,0.992127351481988,0.0017736587899018605,0.6290232653547184,0.719664
2A,1,70,0.38,0.15,0.11,0.36,0.10618,0.612478,0.184914,0.096428,0.010573583508442454,0.991967124877942,0.0017898019303673287,0.6271537547192279,0.718658
2A,1,71,0.38,0.15,0.11,0.36,0.106304,0.609336,0.18657,0.09779,0.010560065125210887,0.9915234621293302,0.002036956468283016,0.6188219703856185,0.7156399999999999
2A,1,72,0.38,0.15,0.11,0.36,0.105096,0.617264,0.183288,0.094352,0.010606537701900533,0.9910838575825066,0.0021320047393435,0.6200479105198665,0.72236
2A,1,73,0.38,0.15,0.11,0.36,0.108516,0.61668,0.181432,0.093372,0.010570204216927686,0.9915031066012026,0.00220009247497932,0.6442636230789974,0.725196
2A,1,74,0.38,0.15,0.11,0.36,0.10703,0.619964,0.180614,0.092392,0.0105987401064344,0.99180496227883,0.00222474402164403,0.6423358519108119,0.7269939999999999
2A,1,75,0.38,0.15,0.11,0.36,0.109292,0.620752,0.178722,0.091234,0.010578891766854896,0.992129098044781,0.0014818873936562626,0.6581648122425765,0.7300439999999999
2A,1,76,0.38,0.15,0.11,0.36,0.107128,0.616108,0.182462,0.094302,0.01057962166729393,0.9922004200432745,0.0016509640573625687,0.6369614036534742,0.723236
2A,1,77,0.38,0.15,0.11,0.36,0.109066,0.617144,0.180802,0.092988,0.010566190839270398,0.9926065484322762,0.0016983345936970203,0.6509402714436267,0.72621
2A,1,78,0.38,0.15,0.11,0.36,0.109586,0.620436,0.17872,0.091258,0.01057580744176375,0.9936118761487285,0.0016720626139586935,0.6642995521357066,0.730022
2A,1,79,0.38,0.15,0.11,0.36,0.10892,0.622878,0.177894,0.090308,0.01059336461030694,0.9929222635302137,0.0016862088643102605,0.6568984796118116,0.7317980000000001
2A,1,80,0.38,0.15,0.11,0.36,0.108334,0.617324,0.181162,0.09318,0.010574118317411806,0.9930177745647293,0.0022049472041150296,0.6441187280757308,0.725658
2A,1,81,0.38,0.15,0.11,0.36,0.106242,0.621618,0.180304,0.091836,0.010616332072315158,0.9926819019789881,0.002409674156453897,0.6312643060663572,0.72786
2A,1,82,0.38,0.15,0.11,0.36,0.10396,0.619244,0.182914,0.093882,0.010626660365299955,0.9916016450374704,0.002159258726601154,0.6128568478959364,0.723204
2A,1,83,0.38,0.15,0.11,0.36,0.10599,0.614568,0.183932,0.09551,0.010583586391755292,0.9924303898907006,0.00210393396232215,0.617795649274178,0.720558
2A,1,84,0.38,0.15,0.11,0.36,0.10511,0.616496,0.183616,0.094778,0.010602179485212053,0.9929741484256196,0.001581531918787451,0.6221860847695063,0.7216060000000001
2A,1,85,0.38,0.15,0.11,0.36,0.104794,0.618628,0.182668,0.09391,0.01061469947897007,0.9931519470831183,0.0017221464077963717,0.6192653303165786,0.723422
2A,1,86,0.38,0.15,0.11,0.36,0.10729,0.619088,0.180926,0.092696,0.010593825565407472,0.9930786014580183,0.001687455110853173,0.6402076549833918,0.726378
2A,1,87,0.38,0.15,0.11,0.36,0.105694,0.615814,0.183604,0.094888,0.010593067061124225,0.9930252342414623,0.0013243491286010728,0.6240513489811141,0.7215079999999999
2A,1,88,0.38,0.15,0.11,0.36,0.107886,0.61824,0.180988,0.092886,0.010582432573440855,0.9922884927671963,0.0015136103564689768,0.6397104507025545,0.726126
2A,1,89,0.38,0.15,0.11,0.36,0.106464,0.622418,0.179716,0.091402,0.010615887967594965,0.991430908960586,0.0014715271522341828,0.6381743595273861,0.728882
2A,1,90,0.38,0.15,0.11,0.36,0.106538,0.625214,0.178282,0.089966,0.010629234505982932,0.9923976146632587,0.0018763543985404346,0.6393409206503475,0.7317520000000001
2A,1,91,0.38,0.15,0.11,0.36,0.105052,0.62458,0.179402,0.090966,0.010639078425568086,0.9928063963248486,0.0016881307203611368,0.6305067476148636,0.7296320000000001
2A,1,92,0.38,0.15,0.11,0.36,0.106448,0.620172,0.180964,0.092416,0.010607581294081679,0.9920514038741031,0.0016727720370826196,0.6302616685294515,0.7266199999999999
2A,1,93,0.38,0.15,0.11,0.36,0.104584,0.62037,0.181864,0.093182,0.010625318403920595,0.9923457127339832,0.0011107302799616594,0.6164837651285955,0.724954
2A,1,94,0.38,0.15,0.11,0.36,0.10658,0.618234,0.181736,0.09345,0.010594248041585388,0.99222645550429,0.0014118145012637048,0.621194506370485,0.724814
2A,1,95,0.38,0.15,0.11,0.36,0.104018,0.625046,0.179876,0.09106,0.010652600350582218,0.9926660235867906,0.0018383701784870077,0.617027213343883,0.7290639999999999
2A,1,96,0.38,0.15,0.11,0.36,0.106682,0.62155,0.179888,0.09188,0.010609124131841605,0.992642059493302,0.0015716222359636006,0.6276720153630897,0.728232
2A,1,97,0.38,0.15,0.11,0.36,0.106564,0.620732,0.180504,0.0922,0.010609156996109918,0.9920326504068782,0.0018481607483550638,0.62983829446572,0.7272959999999999
2A,1,98,0.38,0.15,0.11,0.36,0.106476,0.617368,0.18222,0.093936,0.01059233482088174,0.9924165179402215,0.0019301478695406397,0.6229874472869588,0.723844
2A,1,99,0.38,0.15,0.11,0.36,0.108344,0.62024,0.17962,0.091796,0.010587586088256646,0.9917432746721955,0.0017425325967079179,0.6389431390300728,0.728584
2A,1,100,0.38,0.15,0.11,0.36,0.10679,0.628164,0.176414,0.088632,0.010637092540604662,0.9913993050540048,0.0016930791275978506,0.6393828424368293,0.7349539999999999
2A,1,101,0.38,0.15,0.11,0.36,0.107094,0.621532,0.179732,0.091642,0.010604687006075957,0.9923572438781073,0.001648421632605079,0.629148358995444,0.728626
2A,1,102,0.38,0.15,0.11,0.36,0.103466,0.615676,0.18495,0.095908,0.010613510569763122,0.9921058916321616,0.0015769066910326594,0.5990902569107965,0.719142
2A,1,103,0.38,0.15,0.11,0.36,0.10528,0.619306,0.181954,0.09346,0.010613362810639631,0.9911844734110782,0.0018099695456574793,0.6143231500360204,0.7245860000000001
2A,1,104,0.38,0.15,0.11,0.36,0.103222,0.624676,0.180478,0.091624,0.010658650109624794,0.9909922649661749,0.0018445156792909556,0.6049914148722347,0.727898
2A,1,105,0.38,0.15,0.11,0.36,0.10366,0.622842,0.18119,0.092308,0.01064457925721005,0.9903749883862955,0.0016611244868555372,0.6036941893962978,0.726502
2A,1,106,0.38,0.15,0.11,0.36,0.103748,0.625398,0.1797,0.091154,0.010654111329931137,0.9909220431221306,0.0020961122171932007,0.6087528137287466,0.7291460000000001
2A,1,107,0.38,0.15,0.11,0.36,0.102964,0.61841,0.183788,0.094838,0.010629981443027826,0.9903620982376787,0.0018650071584382908,0.595446659524241,0.721374
2A,1,108,0.38,0.15,0.11,0.36,0.102312,0.621904,0.182374,0.09341,0.01065166200562561,0.9910199178183727,0.0019898875623627554,0.5911523690488757,0.724216
2A,1,109,0.38,0.15,0.11,0.36,0.105386,0.627866,0.177446,0.089302,0.01064964983469216,0.9900426937695195,0.002128597563997453,0.6186625654722944,0.733252
2A,1,110,0.38,0.15,0.11,0.36,0.104828,0.620036,0.181838,0.093298,0.010620575717277163,0.9909029815727024,0.0017777117546848903,0.608759316479002,0.7248640000000001
2A,1,111,0.38,0.15,0.11,0.36,0.102752,0.62317,0.181444,0.092634,0.010653540268124059,0.9913162528739549,0.001890437880392485,0.5933794057882269,0.725922
2A,1,112,0.38,0.15,0.11,0.36,0.104932,0.621694,0.18088,0.092494,0.01062565146764826,0.991977924285509,0.0019227472736900193,0.6060782542037879,0.726626
2A,1,113,0.38,0.15,0.11,0.36,0.105094,0.625224,0.178876,0.090806,0.010640087780571636,0.992527602422542,0.002063441516386857,0.6140248869502867,0.730318
2A,1,114,0.38,0.15,0.11,0.36,0.106016,0.626706,0.17773,0.089548,0.010639705930807949,0.9932055054409491,0.002001798185276253,0.6258344370368043,0.732722
2A,1,115,0.38,0.15,0.11,0.36,0.107622,0.625714,0.177134,0.08953,0.010617358450954899,0.9928394645547476,0.0019043415108713191,0.6295245601676952,0.733336
2A,1,116,0.38,0.15,0.11,0.36,0.106482,0.623172,0.17908,0.091266,0.010615699542184427,0.9929964905023733,0.0019327481766804302,0.625095040541609,0.7296539999999999
2A,1,117,0.38,0.15,0.11,0.36,0.106088,0.630374,0.175812,0.087726,0.010656206642917011,0.9923190069755471,0.0016880942691080243,0.6329409679933748,0.736462
2A,1,118,0.38,0.15,0.11,0.36,0.105614,0.623608,0.179504,0.091274,0.0106270779630803,0.9927865351404939,0.0019325081945533577,0.6166409513918688,0.729222
2A,1,119,0.38,0.15,0.11,0.36,0.106274,0.618378,0.18168,0.093668,0.010596781889807814,0.9927368962038055,0.0019269947394585504,0.6138617643913645,0.724652
2A,1,120,0.38,0.15,0.11,0.36,0.10482,0.625828,0.178782,0.09057,0.01064590321350391,0.9932823368992055,0.0016042907352120505,0.6090264235587897,0.7306480000000001
2A,1,121,0.38,0.15,0.11,0.36,0.106048,0.625432,0.178192,0.090328,0.010631315256162161,0.9936671384343152,0.001768996482371031,0.6156255696457679,0.73148
2A,1,122,0.38,0.15,0.11,0.36,0.10487,0.626862,0.178166,0.090102,0.010649319337621971,0.9937754753094389,0.001908270571765923,0.6083580274098469,0.731732
2A,1,123,0.38,0.15,0.11,0.36,0.10408,0.626642,0.178862,0.090416,0.010656436003818388,0.9940948930972006,0.0020979589421335596,0.6001276922982138,0.7307220000000001
2A,1,124,0.38,0.15,0.11,0.36,0.103306,0.626584,0.179418,0.090692,0.010664879310816062,0.9939673869763896,0.0017444572974553423,0.5922357136953935,0.72989
2A,1,125,0.38,0.15,0.11,0.36,0.104,0.622588,0.18086,0.092552,0.010637884457093773,0.9940021349356716,0.0018642166385814118,0.5947409214946197,0.726588
2A,1,126,0.38,0.15,0.11,0.36,0.103108,0.629838,0.177824,0.08923,0.010681329941505844,0.9946713796089174,0.0019780228733355712,0.6006453034884687,0.732946
2A,1,127,0.38,0.15,0.11,0.36,0.103798,0.629092,0.177698,0.089412,0.010670593612426409,0.9952542196712062,0.0021625539903245656,0.6040473393741939,0.73289
2A,1,128,0.38,0.15,0.11,0.36,0.10674,0.6261,0.177354,0.089806,0.010625622089032097,0.9950071108332271,0.0018208523284950248,0.6189456622273765,0.7328399999999999
2A,1,129,0.38,0.15,0.11,0.36,0.109198,0.62605,0.175982,0.08877,0.010604315828822205,0.99517377322788,0.0020873051801507453,0.6417028197540555,0.735248
2A,1,130,0.38,0.15,0.11,0.36,0.10549,0.633296,0.174608,0.086606,0.010673636207433569,0.9950631422245116,0.001906666113652439,0.6285902364226552,0.7387859999999999
2A,1,131,0.38,0.15,0.11,0.36,0.105154,0.63027,0.176366,0.08821,0.010663886886042246,0.9943651216495937,0.001601363429105428,0.6203311193703753,0.735424
2A,1,132,0.38,0.15,0.11,0.36,0.105018,0.62768,0.177656,0.089646,0.010651205865891045,0.9940097786884733,0.0015985336165870998,0.6166894255473915,0.7326980000000001
2A,1,133,0.38,0.15,0.11,0.36,0.104192,0.626102,0.179036,0.09067,0.010652877980039846,0.9940315475884222,0.0021856242062916332,0.6049575894273853,0.730294
2A,1,134,0.38,0.15,0.11,0.36,0.10487,0.622788,0.180222,0.09212,0.010630091694329945,0.99384625439951,0.0017901200947298714,0.6050804575801816,0.727658
2A,1,135,0.38,0.15,0.11,0.36,0.104414,0.625974,0.178988,0.090624,0.010650642535355252,0.9938339344209851,0.002040817232578194,0.6024985915226265,0.730388
2A,1,136,0.38,0.15,0.11,0.36,0.10534,0.62014,0.181364,0.093156,0.010613381098936302,0.9945690638789925,0.001880783981314493,0.5982947401763101,0.72548
2A,1,137,0.38,0.15,0.11,0.36,0.102772,0.627328,0.179242,0.090658,0.010671692944250914,0.9951530838322512,0.0018981614726180794,0.5929082124138245,0.7301
2A,1,138,0.38,0.15,0.11,0.36,0.103932,0.628108,0.178098,0.089862,0.01066327800362857,0.9944236021113667,0.002014058934635178,0.5948512691875278,0.73204
2A,1,139,0.38,0.15,0.11,0.36,0.103582,0.628522,0.178156,0.08974,0.010669333167436302,0.9941486768216332,0.0018151697428613642,0.5949409317047832,0.732104
2A,1,140,0.38,0.15,0.11,0.36,0.104218,0.631054,0.176308,0.08842,0.010671194715916134,0.9940725674673939,0.0018619195771766653,0.6052044754971178,0.735272
2A,1,141,0.38,0.15,0.11,0.36,0.104378,0.63184,0.175916,0.087866,0.010675377144267199,0.9946686741768035,0.0017774980325298887,0.6073552505248268,0.7362179999999999
2A,1,142,0.38,0.15,0.11,0.36,0.10581,0.632534,0.174734,0.086922,0.01066748626077153,0.9944984981673153,0.0015593493011911161,0.624706589266845,0.738344
2A,1,143,0.38,0.15,0.11,0.36,0.108444,0.62761,0.175526,0.08842,0.010615339728630808,0.9939809115242999,0.001647052876350754,0.6340875039534652,0.736054
2A,1,144,0.38,0.15,0.11,0.36,0.10588,0.629784,0.17604,0.088296,0.01065365673657365,0.9938520123844607,0.0017331682143542182,0.6165431865706728,0.735664
2A,1,145,0.38,0.15,0.11,0.36,0.106098,0.62945,0.176002,0.08845,0.010647480110038689,0.994183780193294,0.0019520401754725993,0.6198297506899841,0.735548
2A,1,146,0.38,0.15,0.11,0.36,0.10596,0.627546,0.17707,0.089424,0.010639188216718871,0.9940657561790429,0.0019514316144788896,0.6131119845974895,0.733506
2A,1,147,0.38,0.15,0.11,0.36,0.105254,0.627486,0.1776,0.08966,0.010646511928372255,0.9943938957895372,0.002184129231301166,0.6102414223091118,0.73274
2A,1,148,0.38,0.15,0.11,0.36,0.106052,0.621774,0.18017,0.092004,0.01061533421618265,0.9939671565458084,0.0017710262240868504,0.6084071231505084,0.7278260000000001
2A,1,149,0.38,0.15,0.11,0.36,0.104738,0.623126,0.18017,0.091966,0.010633760874531713,0.9935237388921537,0.0012988303985535196,0.6088474210957924,0.727864
2A,1,150,0.38,0.15,0.11,0.36,0.104066,0.627746,0.178242,0.089946,0.010659828654833649,0.9934100393425582,0.0018945604823190434,0.6017998668436565,0.731812
2A,1,151,0.38,0.15,0.11,0.36,0.103888,0.628716,0.177894,0.089502,0.010668096502291658,0.9931538401455009,0.0018262704655075308,0.6004789024062855,0.732604
2A,1,152,0.38,0.15,0.11,0.36,0.104748,0.634654,0.174286,0.086312,0.010686622760293179,0.993455442450303,0.0020800097418280958,0.6129204931108695,0.739402
2A,1,153,0.38,0.15,0.11,0.36,0.104378,0.630312,0.176798,0.088512,0.01067067031843771,0.9947115614991112,0.0017798217225561922,0.6017192763991659,0.73469
2A,1,154,0.38,0.15,0.11,0.36,0.104772,0.626052,0.178592,0.090584,0.010644894183628722,0.9943864913813206,0.0016658090693447373,0.6047358861469591,0.730824
2A,1,155,0.38,0.15,0.11,0.36,0.103096,0.629814,0.177784,0.089306,0.01068098657907958,0.9948009274828462,0.002033055138239436,0.5958237389086466,0.73291
2A,1,156,0.38,0.15,0.11,0.36,0.10411,0.63329,0.175374,0.087226,0.010686370198710226,0.9945219384368452,0.0019813422711459708,0.6037499745849308,0.7374
2A,1,157,0.38,0.15,0.11,0.36,0.103986,0.631598,0.176288,0.088128,0.010679393459861068,0.9947105534180284,0.002228605623098159,0.5980979961406168,0.735584
2A,1,158,0.38,0.15,0.11,0.36,0.104734,0.628946,0.17715,0.08917,0.010659393521771192,0.9945283410055524,0.0021555748643730336,0.6053314613017182,0.73368
2A,1,159,0.38,0.15,0.11,0.36,0.105904,0.62936,0.176376,0.08836,0.010652240487237572,0.99374215833013,0.0020971798090857778,0.607887039733258,0.735264
2A,1,160,0.38,0.15,0.11,0.36,0.10456,0.63183,0.175848,0.087762,0.010675786793064489,0.9933753443684321,0.002088000910754093,0.6051312904668682,0.73639
2A,1,161,0.38,0.15,0.11,0.36,0.10623,0.626656,0.177432,0.089682,0.010633770489365183,0.991639815434379,0.00215973371167373,0.6079146568712872,0.732886
2A,1,162,0.38,0.15,0.11,0.36,0.105306,0.632928,0.174808,0.086958,0.010672489730206043,0.9920179517565655,0.0023280870015448332,0.610380646503029,0.7382340000000001
2A,1,163,0.38,0.15,0.11,0.36,0.103754,0.629502,0.177562,0.089182,0.010673992876763298,0.9929061263335288,0.002226762026424842,0.6021323984870979,0.733256
2A,1,164,0.38,0.15,0.11,0.36,0.104472,0.627972,0.177902,0.089654,0.01065983375466354,0.9937604424696586,0.0021242015598275893,0.6031493292392498,0.732444
2A,1,165,0.38,0.15,0.11,0.36,0.103856,0.631362,0.176546,0.088236,0.010680067280499191,0.9942285259172688,0.0018860201544200277,0.6022810673235176,0.7352179999999999
2A,1,166,0.38,0.15,0.11,0.36,0.105844,0.628726,0.176594,0.088836,0.010649286865188248,0.993920797237798,0.002137448446182514,0.6101697503399641,0.73457
2A,1,167,0.38,0.15,0.11,0.36,0.1065,0.626632,0.177242,0.089626,0.0106300964279559,0.9936997853915641,0.002471187358189033,0.6132064751989165,0.733132
2A,1,168,0.38,0.15,0.11,0.36,0.10509,0.628632,0.177192,0.089086,0.010655253637707219,0.9929002149160133,0.002695924782949626,0.6100541382859456,0.733722
2A,1,169,0.38,0.15,0.11,0.36,0.105808,0.628156,0.176948,0.089088,0.010645671040888115,0.9936177137870559,0.0021248432238856266,0.6128898189354814,0.7339640000000001
2A,1,170,0.38,0.15,0.11,0.36,0.105776,0.630134,0.175982,0.088108,0.010655495922308324,0.9943221797422678,0.0019067878760372576,0.6162524031120572,0.73591
2A,1,171,0.38,0.15,0.11,0.36,0.102712,0.626694,0.179614,0.09098,0.010669074465075326,0.9938500136645807,0.0016747112879113436,0.5934317322977055,0.729406
2A,1,172,0.38,0.15,0.11,0.36,0.104602,0.621158,0.181354,0.092886,0.0106279219623299,0.993280149485204,0.0019424297926328023,0.599347671338154,0.72576
2A,1,173,0.38,0.15,0.11,0.36,0.103536,0.6316,0.176688,0.088176,0.010686856498506604,0.9935097369717475,0.002060178295248857,0.6058860324958063,0.735136
2A,1,174,0.38,0.15,0.11,0.36,0.105716,0.625722,0.178382,0.09018,0.010638540920100106,0.9944541943884122,0.00166678769108398,0.6178438912294485,0.731438
2A,1,175,0.38,0.15,0.11,0.36,0.105946,0.627264,0.177288,0.089502,0.010640782275522717,0.9941378420089341,0.0017669383126844096,0.6178188627263005,0.73321
2A,1,176,0.38,0.15,0.11,0.36,0.104314,0.629262,0.177318,0.089106,0.010665876136876227,0.9948073812472664,0.0013841312334495722,0.6082204489426662,0.733576
2A,1,177,0.38,0.15,0.11,0.36,0.103734,0.633052,0.175732,0.087482,0.01069007467785127,0.9948378449315531,0.0018874032055225319,0.6078542537343501,0.7367859999999999
2A,1,178,0.38,0.15,0.11,0.36,0.105408,0.62796,0.17719,0.089442,0.010647762234377007,0.9954754374839226,0.001925173164976679,0.616278269701999,0.733368
2A,1,179,0.38,0.15,0.11,0.36,0.105212,0.62918,0.176808,0.0888,0.010656044261052459,0.9958953672262885,0.0018633388164859233,0.6173908602683629,0.7343919999999999
2A,1,180,0.38,0.15,0.11,0.36,0.105674,0.626906,0.177636,0.089784,0.010641122909535438,0.9956800784847804,0.0019200547537635165,0.6203158987502749,0.73258
2A,1,181,0.38,0.15,0.11,0.36,0.10808,0.630966,0.174116,0.086838,0.010637049860958087,0.9952282958187677,0.0020746837128872812,0.6389061083797491,0.739046
2A,1,182,0.38,0.15,0.11,0.36,0.106354,0.634018,0.17361,0.086018,0.010667103659349999,0.9954216281560836,0.002005603094297029,0.6313834109809352,0.740372
2A,1,183,0.38,0.15,0.11,0.36,0.105188,0.628792,0.17699,0.08903,0.010653892495046785,0.9953906499732543,0.0018818296806200282,0.6123010984280917,0.7339800000000001
