target_name,run,gen,X_L,X_F,X_B,X_C,f_L,f_F,f_B,f_C,mean_fitness,mean_p_F_given_L,mean_p_L_given_F,mean_p_L_given_B,CM
2A,0,160,0.38,0.15,0.11,0.36,0.105204,0.626018,0.178366,0.090412,0.010640467574746905,0.9951186267698479,0.001714544150077018,0.6121714095672846,0.7312219999999999
2A,0,161,0.38,0.15,0.11,0.36,0.10404,0.62443,0.17994,0.09159,0.010646063464783738,0.9946132702967022,0.0016922283987653617,0.6011997068336967,0.7284700000000001
2A,0,162,0.38,0.15,0.11,0.36,0.10321,0.626764,0.179432,0.090594,0.010665417631287763,0.9937948165348877,0.0017122709034114694,0.6003214783127201,0.729974
2A,0,163,0.38,0.15,0.11,0.36,0.10466,0.62016,0.181858,0.093322,0.010622867488130131,0.9937348708016513,0.0017723401246193702,0.5996004561076547,0.72482
2A,0,164,0.38,0.15,0.11,0.36,0.103854,0.625052,0.179682,0.091412,0.010650331835286934,0.9933654815849148,0.0017690678140282676,0.5977972981067882,0.728906
2A,0,165,0.38,0.15,0.11,0.36,0.101308,0.629428,0.179086,0.090178,0.010697830844632317,0.993062981775576,0.0016975840606374749,0.5909749680690918,0.7307359999999999
2A,0,166,0.38,0.15,0.11,0.36,0.104138,0.626038,0.17909,0.090734,0.010653814776547458,0.9917734762051111,0.002012506444249355,0.6007863221080523,0.7301759999999999
2A,0,167,0.38,0.15,0.11,0.36,0.10659,0.626426,0.177298,0.089686,0.010630032248429792,0.9924063213991338,0.002012534716018769,0.614611893861409,0.733016
2A,0,168,0.38,0.15,0.11,0.36,0.105732,0.629782,0.17607,0.088416,0.010651818310082033,0.9922631956136326,0.0023995652810200737,0.6117399187763306,0.735514
2A,0,169,0.38,0.15,0.11,0.36,0.105652,0.6294,0.176388,0.08856,0.010655233484027023,0.9922447251629751,0.0019475370070055264,0.6139984262925697,0.7350519999999999
2A,0,170,0.38,0.15,0.11,0.36,0.105962,0.626174,0.177846,0.090018,0.010635517748648298,0.9928892997850994,0.0016106925827904755,0.6117282201198075,0.732136
2A,0,171,0.38,0.15,0.11,0.36,0.105014,0.627462,0.177818,0.089706,0.010649275689294437,0.9918838492562758,0.0012130370973807863,0.6097443296419827,0.7324759999999999
2A,0,172,0.38,0.15,0.11,0.36,0.105296,0.61941,0.181756,0.093538,0.010610810720144626,0.992421685431871,0.0018052383926955857,0.5994643182918935,0.7247060000000001
2A,0,173,0.38,0.15,0.11,0.36,0.106976,0.62332,0.178624,0.09108,0.010612096454935837,0.9921852456272866,0.0015998450395193738,0.6148379402117566,0.730296
2A,0,174,0.38,0.15,0.11,0.36,0.106636,0.626958,0.17699,0.089416,0.01063112541003558,0.9935143303955657,0.002367849689113175,0.6175818162254029,0.733594
2A,0,175,0.38,0.15,0.11,0.36,0.10534,0.632728,0.174878,0.087054,0.01066956642063068,0.9937130405186392,0.00203595071612801,0.6193046879350261,0.738068
2A,0,176,0.38,0.15,0.11,0.36,0.107952,0.631788,0.173672,0.086588,0.010641883253697184,0.9933274896390106,0.002097776613759229,0.6300632215344056,0.7397400000000001
2A,0,177,0.38,0.15,0.11,0.36,0.104958,0.637714,0.17249,0.084838,0.010697776390047452,0.9935853334858998,0.0023371416331259176,0.6219975833089311,0.742672
2A,0,178,0.38,0.15,0.11,0.36,0.10678,0.630074,0.17537,0.087776,0.010644962052605183,0.994282438072554,0.0019530065311367673,0.6210081340234952,0.736854
2A,0,179,0.38,0.15,0.11,0.36,0.105846,0.628274,0.176806,0.089074,0.010644603164204408,0.9946065933695575,0.0015077656711383054,0.618466338011083,0.73412
2A,0,180,0.38,0.15,0.11,0.36,0.105548,0.62429,0.179006,0.091156,0.010628956611572581,0.9944032313120055,0.0015763269086436953,0.6129003367377526,0.729838
2A,0,181,0.38,0.15,0.11,0.36,0.105482,0.62922,0.17655,0.088748,0.01065417074040548,0.9950455876740573,0.0018403001643454051,0.6189936988615918,0.734702
2A,0,182,0.38,0.15,0.11,0.36,0.10662,0.625998,0.177466,0.089916,0.010626227595623395,0.994749132014659,0.002127646488736375,0.6181679193392643,0.7326180000000001
2A,0,183,0.38,0.15,0.11,0.36,0.105664,0.62822,0.176962,0.089154,0.010646866197333196,0.9950638840462162,0.0016749166284464447,0.6174243939627524,0.733884
2A,0,184,0.38,0.15,0.11,0.36,0.105756,0.632324,0.17474,0.08718,0.010664577398054426,0.9947921487854201,0.0014107370169389021,0.6256277786330411,0.73808
2A,0,185,0.38,0.15,0.11,0.36,0.105858,0.624702,0.17866,0.09078,0.010628394909915224,0.9952890776065771,0.0016524072199716625,0.6158471399250841,0.73056
2A,0,186,0.38,0.15,0.11,0.36,0.105576,0.630874,0.175744,0.087806,0.010662838924399098,0.9950357418116624,0.0015144694813292866,0.6171098065985013,0.73645
2A,0,187,0.38,0.15,0.11,0.36,0.103468,0.629384,0.177708,0.08944,0.010674152133640442,0.9950650142811532,0.0018759648262996849,0.5973136685211037,0.7328520000000001
2A,0,188,0.38,0.15,0.11,0.36,0.104852,0.625618,0.178892,0.090638,0.010643683184720665,0.9947355826878361,0.0017021483841224204,0.6047507131813862,0.73047
2A,0,189,0.38,0.15,0.11,0.36,0.105342,0.62946,0.176574,0.088624,0.010656764766206844,0.9943596363946303,0.0017808652367652226,0.6110519913218014,0.7348020000000001
2A,0,190,0.38,0.15,0.11,0.36,0.107168,0.630788,0.174628,0.087416,0.010642562619533174,0.9943188717248735,0.002431564640085331,0.6221794440842263,0.7379560000000001
2A,0,191,0.38,0.15,0.11,0.36,0.106174,0.632216,0.174654,0.086956,0.010660564514797785,0.9938131708033582,0.0018557369832876368,0.6168301726214188,0.73839
2A,0,192,0.38,0.15,0.11,0.36,0.107528,0.627864,0.175892,0.088716,0.010625897773588862,0.9938529789570798,0.0016589933903769253,0.6209186844314718,0.7353919999999999
2A,0,193,0.38,0.15,0.11,0.36,0.104672,0.629208,0.177098,0.089022,0.01066233920092085,0.9934659815002621,0.0016190476687341446,0.5999192209544724,0.73388
2A,0,194,0.38,0.15,0.11,0.36,0.106864,0.634708,0.172872,0.085556,0.010664478178785262,0.9932217681145367,0.0018928384429234718,0.6208434954892157,0.741572
2A,0,195,0.38,0.15,0.11,0.36,0.10694,0.633746,0.173268,0.086046,0.010660344681534177,0.9933346422804611,0.0015826567386944329,0.624777401102707,0.7406860000000001
2A,0,196,0.38,0.15,0.11,0.36,0.10591,0.6381,0.171666,0.084324,0.010688181013132965,0.9932705295021165,0.0015037151433797632,0.6212014577876924,0.7440100000000001
2A,0,197,0.38,0.15,0.11,0.36,0.107128,0.635142,0.172462,0.085268,0.010663654409943525,0.9933503351311798,0.002055343104616781,0.621468979145981,0.74227
2A,0,198,0.38,0.15,0.11,0.36,0.107406,0.636786,0.171272,0.084536,0.01066559935188801,0.9933276734120873,0.002373561567803405,0.6250987534426607,0.744192
2A,0,199,0.38,0.15,0.11,0.36,0.10764,0.634116,0.172536,0.085708,0.010652300703485816,0.9933353986367075,0.0016743016127798503,0.6276582299034856,0.741756
2A,0,200,0.38,0.15,0.11,0.36,0.106928,0.631364,0.17436,0.087348,0.010645620436725796,0.9939183057333743,0.0016548079721048186,0.61929108810536,0.7382920000000001
2A,0,201,0.38,0.15,0.11,0.36,0.105038,0.635924,0.173372,0.085666,0.010687794991061287,0.9946639517573747,0.001404628474856822,0.608083657839837,0.740962
2A,0,202,0.38,0.15,0.11,0.36,0.105062,0.636288,0.173142,0.085508,0.010691033681042012,0.9948351846903813,0.001608272681549498,0.6086457845825566,0.74135
2A,0,203,0.38,0.15,0.11,0.36,0.105222,0.631558,0.175458,0.087762,0.010665277192758463,0.9949930502758152,0.001672809001927256,0.6025762019766516,0.73678
2A,0,204,0.38,0.15,0.11,0.36,0.104538,0.636488,0.173318,0.085656,0.010696136209604532,0.994224176627026,0.0017471087011656928,0.6070005987893763,0.7410260000000001
2A,0,205,0.38,0.15,0.11,0.36,0.104378,0.634852,0.1742,0.08657,0.010686131602643775,0.9931485945779929,0.001847817967745167,0.5993249575143307,0.7392299999999999
2A,0,206,0.38,0.15,0.11,0.36,0.103692,0.633254,0.175594,0.08746,0.010691191849567957,0.9940800333770642,0.001986368963853242,0.5916876752874207,0.736946
2A,0,207,0.38,0.15,0.11,0.36,0.10343,0.632144,0.17628,0.088146,0.010686646755462242,0.9937753487838101,0.0023139754391371613,0.590808987304424,0.7355740000000001
2A,0,208,0.38,0.15,0.11,0.36,0.103904,0.630694,0.176722,0.08868,0.010674527869424525,0.9936630111084969,0.0020716784336814124,0.5953743367132301,0.734598
2A,0,209,0.38,0.15,0.11,0.36,0.104416,0.629856,0.17684,0.088888,0.010665652395145223,0.9938732653736242,0.0019810109620457114,0.5951086147151506,0.7342719999999999
2A,0,210,0.38,0.15,0.11,0.36,0.104112,0.630058,0.176898,0.088932,0.010668774577950103,0.9927175378509212,0.0025172977378009743,0.5935400069340573,0.73417
2A,0,211,0.38,0.15,0.11,0.36,0.104304,0.628616,0.177668,0.089412,0.010664413445083922,0.9922700486171957,0.0014355856440218292,0.595743181789966,0.7329199999999999
2A,0,212,0.38,0.15,0.11,0.36,0.105994,0.63128,0.175226,0.0875,0.010658503028462803,0.9917313147067411,0.0016432937762011176,0.6054195171029321,0.737274
2A,0,213,0.38,0.15,0.11,0.36,0.104516,0.636982,0.17309,0.085412,0.01069764842522017,0.9914292694052937,0.0013293015869906006,0.6054714741250966,0.741498
2A,0,214,0.38,0.15,0.11,0.36,0.10425,0.63144,0.176296,0.088014,0.010677346807975888,0.9915255750675137,0.0015805756117753952,0.5937112432625283,0.73569
2A,0,215,0.38,0.15,0.11,0.36,0.103078,0.635356,0.174958,0.086608,0.010706964023883995,0.991887773207365,0.0017525754480899704,0.592793240508178,0.738434
2A,0,216,0.38,0.15,0.11,0.36,0.102456,0.635592,0.1751,0.086852,0.01071293447077575,0.992988649814763,0.0018144301098474555,0.5909435834794031,0.738048
2A,0,217,0.38,0.15,0.11,0.36,0.103324,0.634742,0.175018,0.086916,0.010701306584117205,0.9927750434204594,0.0017567520952244885,0.5936017463079389,0.738066
2A,0,218,0.38,0.15,0.11,0.36,0.10283,0.635176,0.175178,0.086816,0.010707744714751355,0.992689569984754,0.0021550996942761936,0.5913814465483128,0.7380059999999999
2A,0,219,0.38,0.15,0.11,0.36,0.10189,0.63301,0.176916,0.088184,0.010709315941025551,0.9930414388766114,0.0019009720969224945,0.5816221794202175,0.7349
2A,0,220,0.38,0.15,0.11,0.36,0.101968,0.630682,0.177932,0.089418,0.010695161710197212,0.9937954062373758,0.0019655532471852303,0.5781787645907268,0.73265
2A,0,221,0.38,0.15,0.11,0.36,0.101858,0.63118,0.177754,0.089208,0.010698108333210844,0.9939141998546073,0.0015330470862803273,0.5787466567567295,0.733038
2A,0,222,0.38,0.15,0.11,0.36,0.102426,0.634514,0.175766,0.087294,0.010708693563872117,0.9937307663471927,0.001730501771934394,0.5851239288315776,0.73694
2A,0,223,0.38,0.15,0.11,0.36,0.103522,0.632376,0.176058,0.088044,0.010687216025853452,0.993450966214054,0.001685351896496588,0.5985845784794019,0.735898
2A,0,224,0.38,0.15,0.11,0.36,0.104186,0.631294,0.176318,0.088202,0.010676897902835374,0.9935980041356772,0.0016676891041708037,0.5988471458841869,0.73548
2A,0,225,0.38,0.15,0.11,0.36,0.104388,0.633288,0.175192,0.087132,0.010684042523968686,0.9941254570987902,0.0016271233793319973,0.6014813328157889,0.737676
2A,0,226,0.38,0.15,0.11,0.36,0.103714,0.63658,0.173842,0.085864,0.01070402869907199,0.994048655825448,0.001525424566923647,0.6016729251463376,0.740294
2A,0,227,0.38,0.15,0.11,0.36,0.105008,0.632908,0.17481,0.087274,0.010673049944459506,0.994050176030778,0.0016631323019826551,0.6051067154302111,0.737916
2A,0,228,0.38,0.15,0.11,0.36,0.104048,0.632436,0.175802,0.087714,0.010682414937526091,0.9941112904271194,0.0014741329579215962,0.6004599498678527,0.736484
2A,0,229,0.38,0.15,0.11,0.36,0.102078,0.635182,0.175562,0.087178,0.010715053358557672,0.9936849415928466,0.0014371933154912907,0.5877648977302967,0.73726
2A,0,230,0.38,0.15,0.11,0.36,0.10282,0.634576,0.17542,0.087184,0.010703869340775843,0.9940777792092713,0.0013586563487842842,0.592769844753802,0.737396
2A,0,231,0.38,0.15,0.11,0.36,0.104794,0.63098,0.175964,0.088262,0.010665987038230785,0.9946896464042506,0.0013885594018244855,0.6040095657026995,0.7357739999999999
2A,0,232,0.38,0.15,0.11,0.36,0.105434,0.63349,0.174308,0.086768,0.0106723030436637,0.9938744911969265,0.0014111332652148657,0.6120472618962697,0.738924
2A,0,233,0.38,0.15,0.11,0.36,0.103818,0.633632,0.175298,0.087252,0.010689934810782975,0.9940887023474891,0.0013975012447493065,0.5960903244382592,0.7374499999999999
2A,0,234,0.38,0.15,0.11,0.36,0.103068,0.6321,0.17653,0.088302,0.010690273251138459,0.9944587053119992,0.0012227440708581022,0.592591372757734,0.735168
2A,0,235,0.38,0.15,0.11,0.36,0.10232,0.634756,0.175646,0.087278,0.010710162318025396,0.9937275875842401,0.0016690329159057802,0.5857426012666022,0.737076
2A,0,236,0.38,0.15,0.11,0.36,0.102092,0.634482,0.175958,0.087468,0.010711548945695657,0.9934782163770696,0.0017066033126600254,0.5833996219596951,0.736574
2A,0,237,0.38,0.15,0.11,0.36,0.102766,0.633784,0.175934,0.087516,0.010701562643626037,0.9936493683784686,0.0015504431002342064,0.5858101130557436,0.73655
2A,0,238,0.38,0.15,0.11,0.36,0.104772,0.629556,0.17676,0.088912,0.010661577964781276,0.9931779409950234,0.0012789905434905907,0.5947142016887446,0.734328
2A,0,239,0.38,0.15,0.11,0.36,0.103254,0.635598,0.174584,0.086564,0.010703906662518782,0.992536740253222,0.0012296279614936135,0.5909990360057014,0.738852
2A,0,240,0.38,0.15,0.11,0.36,0.104046,0.631104,0.176442,0.088408,0.010676631765743278,0.9928084073781307,0.0011284548130288915,0.5916986381232228,0.73515
2A,0,241,0.38,0.15,0.11,0.36,0.102574,0.640352,0.172552,0.084522,0.010733241453003344,0.9933675559910661,0.0018215931490247667,0.5911904298971149,0.742926
2A,0,242,0.38,0.15,0.11,0.36,0.103234,0.636438,0.174206,0.086122,0.010708278716013125,0.9924277860378509,0.0017928514033838468,0.5913471625401485,0.739672
2A,0,243,0.38,0.15,0.11,0.36,0.104038,0.6338,0.175086,0.087076,0.010687995348225164,0.9935326476267619,0.0021156029148866047,0.5926194690291257,0.737838
2A,0,244,0.38,0.15,0.11,0.36,0.101192,0.635716,0.175918,0.087174,0.010725706320730225,0.9931931646100004,0.0021356192714243856,0.574800689666969,0.7369079999999999
2A,0,245,0.38,0.15,0.11,0.36,0.102644,0.630294,0.177698,0.089364,0.010685311923084482,0.9929341676953547,0.0018898913251803214,0.5723883890264642,0.732938
2A,0,246,0.38,0.15,0.11,0.36,0.102514,0.630748,0.177608,0.08913,0.010689530449589068,0.993555074875933,0.0017133300559087493,0.5773797061839875,0.733262
2A,0,247,0.38,0.15,0.11,0.36,0.101588,0.636216,0.175306,0.08689,0.010722705851095412,0.9932123111266405,0.00208056916037356,0.5780869559148182,0.737804
2A,0,248,0.38,0.15,0.11,0.36,0.101874,0.635178,0.175692,0.087256,0.0107164755275669,0.993361193908497,0.0015588256577304639,0.5816031337926069,0.737052
2A,0,249,0.38,0.15,0.11,0.36,0.103986,0.630332,0.176882,0.0888,0.010671019448296036,0.9939472088330794,0.0013080218084982964,0.5908071939864371,0.734318
2A,0,250,0.38,0.15,0.11,0.36,0.102086,0.636502,0.17483,0.086582,0.01072010981653167,0.9942444807675868,0.0017247893203232525,0.5826600261547369,0.738588
2A,0,251,0.38,0.15,0.11,0.36,0.102548,0.63676,0.174516,0.086176,0.0107178685663966,0.9944950797435528,0.001684201332390689,0.5876687142549019,0.739308
2A,0,252,0.38,0.15,0.11,0.36,0.102264,0.638088,0.17396,0.085688,0.010726455083988451,0.9944991336753903,0.0018403209738256736,0.5841803769937798,0.740352
2A,0,253,0.38,0.15,0.11,0.36,0.103936,0.63327,0.175352,0.087442,0.010685636395496806,0.9955024726372992,0.0014151705473743866,0.5935970853604866,0.737206
2A,0,254,0.38,0.15,0.11,0.36,0.102916,0.634498,0.17541,0.087176,0.010703966395066914,0.9954217535808751,0.0017264524169081574,0.5899531466700098,0.737414
2A,0,255,0.38,0.15,0.11,0.36,0.104154,0.63223,0.175818,0.087798,0.010681262846508971,0.9951118943998608,0.0015733448359453407,0.5925926889691386,0.7363839999999999
2A,0,256,0.38,0.15,0.11,0.36,0.103994,0.632114,0.175878,0.088014,0.010679420160437327,0.9944748529284696,0.0016897300345112773,0.5920736997191307,0.736108
2A,0,257,0.38,0.15,0.11,0.36,0.104636,0.636776,0.1731,0.085488,0.010695762804412685,0.9941617920123283,0.0013952818043534584,0.6055279902478123,0.741412
2A,0,258,0.38,0.15,0.11,0.36,0.104646,0.63466,0.17416,0.086534,0.010684715251372818,0.9944488153765378,0.001374676727677298,0.6016870539355034,0.739306
2A,0,259,0.38,0.15,0.11,0.36,0.103036,0.637246,0.173746,0.085972,0.010711447727197523,0.9942944874634122,0.0015238733795080663,0.5949943489919395,0.740282
2A,0,260,0.38,0.15,0.11,0.36,0.102364,0.638494,0.17369,0.085452,0.01072630990781965,0.994323310218252,0.0016799311739890764,0.5893788205167539,0.740858
2A,0,261,0.38,0.15,0.11,0.36,0.103492,0.636772,0.173866,0.08587,0.010707422302230155,0.9940835435224499,0.0015877986707125142,0.5936106568635909,0.740264
2A,0,262,0.38,0.15,0.11,0.36,0.102774,0.639478,0.172808,0.08494,0.010725100431543481,0.9932879358236247,0.0018971484522927256,0.5908273688734448,0.742252
2A,0,263,0.38,0.15,0.11,0.36,0.103648,0.637124,0.173476,0.085752,0.010705642836923534,0.9935208882877502,0.0016962118488309404,0.5929905462514503,0.740772
2A,0,264,0.38,0.15,0.11,0.36,0.104208,0.633744,0.174904,0.087144,0.010685131273182808,0.992623308599603,0.0015432921500208772,0.5893493896760033,0.7379519999999999
2A,0,265,0.38,0.15,0.11,0.36,0.104686,0.631958,0.175516,0.08784,0.01067168737858246,0.9928567521354441,0.001495950559540636,0.5900511037961627,0.7366440000000001
2A,0,266,0.38,0.15,0.11,0.36,0.104516,0.635176,0.174012,0.086296,0.010689813207135523,0.992666945823123,0.002001481396707835,0.593720910683427,0.739692
2A,0,267,0.38,0.15,0.11,0.36,0.10359,0.63849,0.172918,0.085002,0.010716920427216127,0.9931745068032102,0.0016236031864747277,0.5907718461806005,0.74208
2A,0,268,0.38,0.15,0.11,0.36,0.103248,0.637434,0.17363,0.085688,0.01071292928616908,0.9927004117835503,0.001356684833256909,0.5900004421307976,0.740682
2A,0,269,0.38,0.15,0.11,0.36,0.101988,0.640078,0.172986,0.084948,0.01073664101201427,0.9924014984827012,0.0014795298722918326,0.5851063047878854,0.742066
2A,0,270,0.38,0.15,0.11,0.36,0.104656,0.630738,0.176242,0.088364,0.010668797905539979,0.9927551941132993,0.0016268647941016443,0.588896843973677,0.735394
2A,0,271,0.38,0.15,0.11,0.36,0.104844,0.637102,0.172856,0.085198,0.010695930911235062,0.9929636763721142,0.0017020905961730017,0.5990451669931722,0.741946
2A,0,272,0.38,0.15,0.11,0.36,0.104386,0.636106,0.173588,0.08592,0.010693983059132592,0.9926176807196371,0.001644066030279598,0.5959894670487086,0.7404919999999999
2A,0,273,0.38,0.15,0.11,0.36,0.1039,0.634918,0.174542,0.08664,0.010694824193843499,0.9937088264201175,0.001522480933967279,0.5929379517113355,0.738818
2A,0,274,0.38,0.15,0.11,0.36,0.104434,0.635222,0.173932,0.086412,0.010688432925751012,0.9934884721201456,0.0015199886958899202,0.5984679578035181,0.739656
2A,0,275,0.38,0.15,0.11,0.36,0.104292,0.63703,0.173156,0.085522,0.010701088121449456,0.993586690747413,0.0016810061548728121,0.5979880095430633,0.741322
2A,0,276,0.38,0.15,0.11,0.36,0.103834,0.6358,0.174146,0.08622,0.010699576021355938,0.9922074987416861,0.001979650763310139,0.5919891563442213,0.739634
2A,0,277,0.38,0.15,0.11,0.36,0.10436,0.638262,0.172412,0.084966,0.010703780073054612,0.9924256515613826,0.0019492116040001463,0.5968376854825044,0.742622
2A,0,278,0.38,0.15,0.11,0.36,0.104564,0.638384,0.172344,0.084708,0.010703855264756873,0.9921859178086135,0.0012718114548623944,0.5991833842722593,0.7429479999999999
2A,0,279,0.38,0.15,0.11,0.36,0.105264,0.633046,0.174646,0.087044,0.010671059404816836,0.9934178899093747,0.0012939891870428605,0.5972290811465742,0.73831
2A,0,280,0.38,0.15,0.11,0.36,0.10355,0.636218,0.174084,0.086148,0.010705644619852158,0.9936441268219263,0.0015745262819926319,0.5923011563059473,0.739768
2A,0,281,0.38,0.15,0.11,0.36,0.105576,0.63313,0.174316,0.086978,0.010668485514638053,0.9934546033146071,0.001963829095154289,0.5974488405298702,0.738706
2A,0,282,0.38,0.15,0.11,0.36,0.104152,0.64024,0.17162,0.083988,0.01071573233617988,0.9933978052217599,0.001722446972857257,0.6000705987381084,0.744392
2A,0,283,0.38,0.15,0.11,0.36,0.104962,0.637794,0.172396,0.084848,0.010696848642602423,0.9945500422517749,0.0018802555833754805,0.6007093756313092,0.742756
2A,0,284,0.38,0.15,0.11,0.36,0.104764,0.63876,0.17202,0.084456,0.010704489496290163,0.9940741780712459,0.0015773912498187978,0.6066113019857193,0.743524
2A,0,285,0.38,0.15,0.11,0.36,0.103692,0.640728,0.171782,0.083798,0.010724285481244303,0.994066937505108,0.0014763587215205437,0.6004286095151659,0.74442
2A,0,286,0.38,0.15,0.11,0.36,0.104018,0.63684,0.173352,0.08579,0.010701757109678202,0.9944439529411713,0.0016144879643542188,0.5957767174902916,0.740858
2A,0,287,0.38,0.15,0.11,0.36,0.103154,0.639748,0.172454,0.084644,0.010723848524689729,0.9948279164549857,0.0019437335078707632,0.5944736133724757,0.742902
2A,0,288,0.38,0.15,0.11,0.36,0.103226,0.640656,0.171952,0.084166,0.01072439530274649,0.9946393083293197,0.0020720489262759036,0.597566344758316,0.743882
2A,0,289,0.38,0.15,0.11,0.36,0.104308,0.64052,0.171354,0.083818,0.01071551071318213,0.9944048461499572,0.0018923698626274958,0.6018957224333956,0.7448279999999999
2A,0,290,0.38,0.15,0.11,0.36,0.105906,0.63203,0.174746,0.087318,0.01066040902623527,0.9941152630521689,0.0015223472719938526,0.6020673425288323,0.7379359999999999
2A,0,291,0.38,0.15,0.11,0.36,0.105354,0.630098,0.176128,0.08842,0.01065916141253706,0.9940518650099782,0.0016212913899101586,0.5936972006168153,0.735452
2A,0,292,0.38,0.15,0.11,0.36,0.10408,0.635284,0.174222,0.086414,0.010694177096843217,0.9944673480059124,0.001562006131263514,0.5941562943636841,0.7393639999999999
2A,0,293,0.38,0.15,0.11,0.36,0.104704,0.634124,0.174348,0.086824,0.010681158152094146,0.9941432712357304,0.0016194312925890643,0.5963317740816237,0.738828
2A,0,294,0.38,0.15,0.11,0.36,0.103824,0.638016,0.17296,0.0852,0.010710550950716921,0.9940856203628309,0.0019133759871668668,0.5965617937807006,0.74184
2A,0,295,0.38,0.15,0.11,0.36,0.104268,0.6355,0.174012,0.08622,0.010692827088593284,0.9945891125941413,0.002102586210085859,0.5935717956047484,0.739768
2A,0,296,0.38,0.15,0.11,0.36,0.105244,0.636088,0.173102,0.085566,0.010685947653798582,0.9948575491522355,0.0018082441083156736,0.5981893947893202,0.741332
2A,0,297,0.38,0.15,0.11,0.36,0.103784,0.637538,0.173166,0.085512,0.01070736382043358,0.995024138741737,0.0015351381067181188,0.5939803785100012,0.741322
2A,0,298,0.38,0.15,0.11,0.36,0.102736,0.6388,0.173278,0.085186,0.010724486305623632,0.9939982347195887,0.001365016382647394,0.5921857687601102,0.741536
2A,0,299,0.38,0.15,0.11,0.36,0.102488,0.636728,0.174472,0.086312,0.010716959105820972,0.9936882909691649,0.0014838120988127387,0.5854268335513616,0.739216
2A,1,0,0.38,0.15,0.11,0.36,0.48737,0.48069,0.025852,0.006088,0.007923492768669237,0.4914469183910679,0.4938930699841017,0.5175432027150471,0.96806
2A,1,1,0.38,0.15,0.11,0.36,0.257546,0.70923,0.027272,0.005952,0.009824803815626594,0.6349956917580236,0.25473245589214144,0.5156937145677044,0.9667760000000001
2A,1,2,0.38,0.15,0.11,0.36,0.11683,0.763246,0.093332,0.026592,0.011189812813897089,0.6880818843271561,0.07123443641240655,0.5150965011796562,0.880076
2A,1,3,0.38,0.15,0.11,0.36,0.097886,0.611738,0.190974,0.099402,0.010678175758641323,0.7627760784615064,0.023327888057157097,0.5077994614220852,0.709624
2A,1,4,0.38,0.15,0.11,0.36,0.109836,0.64976,0.163498,0.076906,0.010711729467877393,0.8625816147910866,0.014322885726649345,0.636605812922742,0.759596
2A,1,5,0.38,0.15,0.11,0.36,0.107362,0.622866,0.17918,0.090592,0.01061519068277481,0.9110700678549649,0.00980402803089799,0.6291948731780987,0.730228
2A,1,6,0.38,0.15,0.11,0.36,0.109386,0.621928,0.178462,0.090224,0.010591162954167614,0.9310675476814131,0.006954344661169385,0.6595130283317533,0.731314
2A,1,7,0.38,0.15,0.11,0.36,0.1122,0.616556,0.179296,0.091948,0.010535204324676058,0.9469766776943069,0.005535922086139891,0.6683818442989,0.728756
2A,1,8,0.38,0.15,0.11,0.36,0.110864,0.61741,0.17971,0.092016,0.01055217887546322,0.9563025165429869,0.004906730837670884,0.6759384218707979,0.728274
2A,1,9,0.38,0.15,0.11,0.36,0.112562,0.622988,0.175724,0.088726,0.010561934405452174,0.9651792351376091,0.004003039560578412,0.6897412062846124,0.7355499999999999
2A,1,10,0.38,0.15,0.11,0.36,0.114794,0.61998,0.175812,0.089414,0.010523052228029232,0.96865940871303,0.0038497337927093775,0.6904545836443677,0.7347739999999999
2A,1,11,0.38,0.15,0.11,0.36,0.109078,0.608092,0.18563,0.0972,0.01052768128870805,0.9720842791136495,0.003303451996035383,0.6497367780304235,0.71717
2A,1,12,0.38,0.15,0.11,0.36,0.107138,0.611904,0.184814,0.096144,0.010564209132807622,0.9752386091660177,0.0030663399973561117,0.644548475751414,0.719042
2A,1,13,0.38,0.15,0.11,0.36,0.108484,0.609866,0.185024,0.096626,0.010540298595320357,0.9784806846613249,0.00252296032269196,0.6503165518824733,0.71835
2A,1,14,0.38,0.15,0.11,0.36,0.108566,0.611234,0.184238,0.095962,0.010547674251969105,0.9798946779141949,0.0022209571551780865,0.6552578017954459,0.7198
2A,1,15,0.38,0.15,0.11,0.36,0.110612,0.61063,0.183234,0.095524,0.010523006477304931,0.9835545011570455,0.0017850600142351669,0.6747113570097452,0.721242
2A,1,16,0.38,0.15,0.11,0.36,0.107512,0.604006,0.18866,0.099822,0.010523817733470827,0.9859474636718012,0.0018666621533896684,0.649449714208597,0.7115180000000001
2A,1,17,0.38,0.15,0.11,0.36,0.109858,0.605908,0.186168,0.098066,0.010509242089646143,0.9869446453092592,0.0018482252960185038,0.6638776344066294,0.715766
2A,1,18,0.38,0.15,0.11,0.36,0.10985,0.606766,0.185824,0.09756,0.010514186323055853,0.9881403719872046,0.0018645862313246423,0.6670128580273761,0.716616
2A,1,19,0.38,0.15,0.11,0.36,0.110078,0.61407,0.181832,0.09402,0.010544716589068184,0.9897607107532145,0.002521325822110925,0.6690574388708548,0.724148
2A,1,20,0.38,0.15,0.11,0.36,0.107628,0.61217,0.184378,0.095824,0.010559701139228021,0.9894551747287437,0.0021879802859597042,0.6494864130147199,0.7197979999999999
2A,1,21,0.38,0.15,0.11,0.36,0.109174,0.606464,0.18634,0.098022,0.0105189987240995,0.989780925458806,0.0023890675887521615,0.6557530962897672,0.715638
