target_name,run,generation,X_L,X_F,X_B,X_C,mean_risk,mean_fitness,p_F_given_L,p_L_given_F,p_L_given_B,f_L,f_F,f_B,f_C,CM,expected_p_F_given_L,expected_p_L_given_F,expected_p_L_given_B,expected_f_L,expected_f_F,expected_f_B,expected_f_C,expected_CM
Figure 2B,0,201,0.25,0.19,0.03,0.53,0.19841364,-0.19841364,0.9658373384836365,0.015550512494158703,0.5163193727801508,0.09446999999999972,0.6228139999999988,0.18675599999999956,0.09595999999999975,0.7172839999999985,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,202,0.25,0.19,0.03,0.53,0.19857756000000001,-0.19857756000000001,0.9654577158170484,0.01524976919451457,0.5146906850740951,0.09467399999999969,0.6212080000000012,0.18740599999999946,0.09671199999999973,0.7158820000000009,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,203,0.25,0.19,0.03,0.53,0.19826344,-0.19826344,0.965280261570129,0.015494029237968244,0.5111677388207945,0.09311399999999971,0.6242960000000003,0.1868079999999996,0.09578199999999983,0.71741,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,204,0.25,0.19,0.03,0.53,0.19849536,-0.19849536,0.9647574423630524,0.01614885648758097,0.5118210125806281,0.0935499999999997,0.6217960000000007,0.18779999999999966,0.09685399999999965,0.7153460000000004,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,205,0.25,0.19,0.03,0.53,0.1989946,-0.1989946,0.9638881290625755,0.016471579490682054,0.5080786486319724,0.09292599999999962,0.6155180000000005,0.19141999999999967,0.10013599999999978,0.7084440000000001,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,206,0.25,0.19,0.03,0.53,0.1984668,-0.1984668,0.9636487348818895,0.016565081343378953,0.5113013652870236,0.09285599999999969,0.621478,0.18846199999999955,0.09720399999999982,0.7143339999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,207,0.25,0.19,0.03,0.53,0.19893852,-0.19893852,0.9634739700887476,0.01603511924762048,0.5113666916440436,0.09411799999999974,0.6166159999999996,0.19011799999999981,0.09914799999999989,0.7107339999999993,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,208,0.25,0.19,0.03,0.53,0.19895548,-0.19895548,0.9629271653193868,0.015336298391997872,0.5099538134293595,0.09371199999999968,0.6164740000000003,0.19040799999999947,0.09940599999999968,0.710186,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,209,0.25,0.19,0.03,0.53,0.19886588,-0.19886588,0.9619119956261065,0.01552441372751532,0.5096239986292539,0.09350999999999973,0.6176479999999998,0.18990199999999938,0.09893999999999983,0.7111579999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,210,0.25,0.19,0.03,0.53,0.19883992,-0.19883992,0.9618764824426034,0.015543178293301263,0.5116479663085779,0.09314399999999963,0.6176140000000002,0.1901819999999997,0.09905999999999976,0.7107579999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,211,0.25,0.19,0.03,0.53,0.19899552,-0.19899552,0.9608430944727921,0.01499675893258773,0.5064436050267814,0.09299399999999958,0.6162740000000004,0.1908659999999995,0.09986599999999973,0.709268,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,212,0.25,0.19,0.03,0.53,0.19871896,-0.19871896,0.9616319121931423,0.01469273983868224,0.5080008729998396,0.09354799999999962,0.6189400000000002,0.18929599999999958,0.09821599999999972,0.7124879999999998,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,213,0.25,0.19,0.03,0.53,0.19873296,-0.19873296,0.961232196993486,0.015058926794355566,0.5125233086860692,0.0943479999999996,0.6195400000000004,0.18841199999999955,0.09769999999999983,0.7138880000000001,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,214,0.25,0.19,0.03,0.53,0.19870508,-0.19870508,0.961163070712102,0.015717288758137365,0.5141007734246804,0.09393799999999965,0.619092,0.1890019999999995,0.09796799999999965,0.7130299999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,215,0.25,0.19,0.03,0.53,0.19861431999999998,-0.19861431999999998,0.9613471575498892,0.0162062256355846,0.512649062344698,0.0944839999999998,0.6210239999999997,0.1875639999999995,0.0969279999999998,0.7155079999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,216,0.25,0.19,0.03,0.53,0.1985532,-0.1985532,0.9614160011664454,0.016369558017791493,0.5141256330807826,0.09427799999999985,0.6211439999999998,0.18771999999999978,0.09685799999999976,0.7154219999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,217,0.25,0.19,0.03,0.53,0.19789928,-0.19789928,0.9610031840620527,0.01617472176834619,0.517295546305747,0.09376399999999979,0.6281700000000003,0.1845379999999999,0.09352799999999985,0.7219340000000001,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,218,0.25,0.19,0.03,0.53,0.1983298,-0.1983298,0.9606141901288356,0.01603643405981,0.5193462956421475,0.09425399999999967,0.6234620000000007,0.18660399999999935,0.09567999999999972,0.7177160000000005,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,219,0.25,0.19,0.03,0.53,0.19854316,-0.19854316,0.9611668839688084,0.015741751250832697,0.5171927858945023,0.0936579999999997,0.621240000000001,0.18802199999999994,0.09707999999999982,0.7148980000000007,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,220,0.25,0.19,0.03,0.53,0.19816192000000002,-0.19816192000000002,0.9612011384602006,0.015909860838946736,0.5216466602826705,0.09467599999999972,0.6256700000000005,0.18520199999999984,0.09445199999999979,0.7203460000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,221,0.25,0.19,0.03,0.53,0.19884288,-0.19884288,0.9617851475037685,0.016454861906743008,0.5168336043603043,0.09431999999999968,0.6181780000000002,0.1891339999999997,0.0983679999999998,0.7124979999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,222,0.25,0.19,0.03,0.53,0.19871788,-0.19871788,0.9613385408817717,0.016028299227835583,0.5182019884924348,0.0946459999999997,0.6193859999999995,0.18837999999999933,0.09758799999999974,0.7140319999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,223,0.25,0.19,0.03,0.53,0.19872924,-0.19872924,0.9611234719921947,0.016024373299780088,0.5203586509731652,0.0938159999999996,0.6191920000000001,0.1889539999999999,0.09803799999999968,0.7130079999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,224,0.25,0.19,0.03,0.53,0.19823204,-0.19823204,0.9619720048281495,0.015315599132126783,0.5221670291046016,0.09400199999999972,0.624360000000001,0.1863299999999994,0.0953079999999997,0.7183620000000007,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,225,0.25,0.19,0.03,0.53,0.19916324,-0.19916324,0.9622289961253527,0.015856509239778625,0.5126114144411569,0.09318599999999981,0.6134020000000001,0.1923759999999997,0.10103599999999979,0.7065879999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,226,0.25,0.19,0.03,0.53,0.19882864,-0.19882864,0.9628776070687315,0.014841683093715979,0.5159602237487299,0.09355399999999965,0.6174859999999999,0.1900619999999998,0.09889799999999975,0.7110399999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,227,0.25,0.19,0.03,0.53,0.19889564,-0.19889564,0.9631000032419442,0.015162637335176319,0.5132588349461547,0.09370599999999972,0.6171020000000006,0.19010399999999947,0.09908799999999984,0.7108080000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,228,0.25,0.19,0.03,0.53,0.19932964,-0.19932964,0.9622419793587903,0.015248143227341233,0.5136737662620975,0.09356599999999964,0.6123319999999998,0.19255799999999948,0.10154399999999969,0.7058979999999994,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,229,0.25,0.19,0.03,0.53,0.19877256,-0.19877256,0.961901847938147,0.015255236165485866,0.5170387753955813,0.09436199999999972,0.6186119999999996,0.18895599999999974,0.09806999999999985,0.7129739999999993,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,230,0.25,0.19,0.03,0.53,0.19873556,-0.19873556,0.9618606174014019,0.015231383284669832,0.5123240121212146,0.09370799999999979,0.6185799999999997,0.18941799999999973,0.09829399999999981,0.7122879999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,231,0.25,0.19,0.03,0.53,0.19951744,-0.19951744,0.962829719491466,0.015939579345159778,0.5118075278380297,0.09420799999999974,0.609998,0.19340999999999978,0.10238399999999985,0.7042059999999998,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,232,0.25,0.19,0.03,0.53,0.19895192,-0.19895192,0.9636150884760324,0.016058959754711496,0.5171901135002883,0.09494599999999964,0.6169300000000009,0.18941399999999944,0.09870999999999965,0.7118760000000005,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,233,0.25,0.19,0.03,0.53,0.19886596,-0.19886596,0.9630917988200535,0.01612161457622491,0.5156703536859624,0.09422599999999977,0.6174639999999992,0.18962599999999977,0.09868399999999972,0.711689999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,234,0.25,0.19,0.03,0.53,0.19882412,-0.19882412,0.963756258664865,0.015909416530970943,0.5153654862206752,0.09432799999999977,0.6170560000000008,0.18992999999999968,0.09868599999999973,0.7113840000000006,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,235,0.25,0.19,0.03,0.53,0.19895528,-0.19895528,0.9626903000570932,0.015747312946500294,0.5158815959118818,0.09444199999999985,0.6163939999999994,0.19005399999999972,0.09910999999999982,0.7108359999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,236,0.25,0.19,0.03,0.53,0.1986838,-0.1986838,0.9623372573867259,0.015688993882990318,0.5157473897403372,0.09416999999999957,0.6196399999999991,0.18854199999999965,0.09764799999999965,0.7138099999999986,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,237,0.25,0.19,0.03,0.53,0.19832104,-0.19832104,0.9618040741997886,0.01607878666969838,0.5192038318596288,0.09436399999999971,0.6241559999999997,0.18608799999999975,0.09539199999999969,0.7185199999999994,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,238,0.25,0.19,0.03,0.53,0.19903944,-0.19903944,0.9625600872823556,0.01661507189908748,0.5191808259969205,0.0944899999999995,0.6155040000000002,0.19046399999999986,0.09954199999999988,0.7099939999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,239,0.25,0.19,0.03,0.53,0.19878384,-0.19878384,0.9630423836454592,0.016343774070264695,0.523645943724491,0.09436199999999963,0.6184700000000014,0.18902999999999984,0.09813799999999984,0.712832000000001,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,240,0.25,0.19,0.03,0.53,0.19876272,-0.19876272,0.9634158449445923,0.01676067644111003,0.5198108708444957,0.09445599999999975,0.6184899999999998,0.189006,0.09804799999999973,0.7129459999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,241,0.25,0.19,0.03,0.53,0.198921,-0.198921,0.9634654487068646,0.016277087023871845,0.5204811278318925,0.09384599999999965,0.6167680000000013,0.19020199999999976,0.09918399999999977,0.710614000000001,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,242,0.25,0.19,0.03,0.53,0.19941608,-0.19941608,0.9640275352945294,0.016233181743873806,0.5204691767226739,0.09465599999999948,0.6109860000000005,0.1926899999999996,0.10166799999999966,0.705642,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,243,0.25,0.19,0.03,0.53,0.1981344,-0.1981344,0.9633533063646583,0.016003621488596062,0.5190514009565805,0.09261199999999965,0.6249360000000003,0.18691199999999963,0.09553999999999979,0.717548,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,244,0.25,0.19,0.03,0.53,0.19904512,-0.19904512,0.9627591144418014,0.015921342021025867,0.5162826422079734,0.0933179999999997,0.614926000000001,0.19150199999999956,0.10025399999999986,0.7082440000000007,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,245,0.25,0.19,0.03,0.53,0.19866731999999998,-0.19866731999999998,0.9627098314305005,0.015605474232180656,0.5167987094422757,0.09315199999999982,0.6192179999999992,0.18943199999999943,0.09819799999999988,0.712369999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,246,0.25,0.19,0.03,0.53,0.19919512,-0.19919512,0.96195282161325,0.015136804492877312,0.5160633972914651,0.09434399999999966,0.6136339999999999,0.1915059999999998,0.10051599999999974,0.7079779999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,247,0.25,0.19,0.03,0.53,0.1991192,-0.1991192,0.9617607581654921,0.01550776221120067,0.5157781091215575,0.09363199999999983,0.6142260000000004,0.1916539999999996,0.10048799999999969,0.7078580000000002,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,248,0.25,0.19,0.03,0.53,0.19940384,-0.19940384,0.9623801220346485,0.015068091856205036,0.5242122774372094,0.09539399999999962,0.6111260000000001,0.19220599999999977,0.10127399999999988,0.7065199999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,249,0.25,0.19,0.03,0.53,0.19894051999999998,-0.19894051999999998,0.9621787394544244,0.015210371733873658,0.5250602151214372,0.09476599999999963,0.6165499999999989,0.1897959999999996,0.09888799999999968,0.7113159999999985,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,250,0.25,0.19,0.03,0.53,0.19906244,-0.19906244,0.9622199541797584,0.014954961689730751,0.5256047600669045,0.0949499999999998,0.6151840000000005,0.19037799999999927,0.0994879999999997,0.7101340000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,251,0.25,0.19,0.03,0.53,0.19862148,-0.19862148,0.9625067239546797,0.014485364615633831,0.5268475577784913,0.09479199999999964,0.6202139999999998,0.18792799999999965,0.09706599999999989,0.7150059999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,252,0.25,0.19,0.03,0.53,0.1983168,-0.1983168,0.9627852132861366,0.014878256732304408,0.5218150482819827,0.09365999999999972,0.6233600000000005,0.18703199999999956,0.09594799999999977,0.7170200000000002,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,253,0.25,0.19,0.03,0.53,0.19838535999999998,-0.19838535999999998,0.9630427753612875,0.014751068167646143,0.5231243665443414,0.0940979999999997,0.6230300000000003,0.18687399999999935,0.0959979999999997,0.717128,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,254,0.25,0.19,0.03,0.53,0.1988622,-0.1988622,0.9627113067031102,0.014801037422433667,0.5207318408332337,0.09435799999999966,0.6172340000000004,0.18971599999999955,0.09869199999999982,0.711592,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,255,0.25,0.19,0.03,0.53,0.19868348,-0.19868348,0.9619014804794714,0.015125719975272046,0.5241895980036211,0.09395399999999969,0.6195100000000007,0.1887519999999998,0.09778399999999969,0.7134640000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,256,0.25,0.19,0.03,0.53,0.19860731999999998,-0.19860731999999998,0.9615020266624459,0.01547593607539039,0.5260003616356734,0.0946199999999997,0.6204120000000009,0.18791799999999975,0.09704999999999987,0.7150320000000006,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,257,0.25,0.19,0.03,0.53,0.19909924,-0.19909924,0.9617208957464348,0.01582084952959059,0.5259629887119404,0.09524999999999967,0.6146139999999995,0.19052399999999942,0.09961199999999971,0.7098639999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,258,0.25,0.19,0.03,0.53,0.19893812,-0.19893812,0.9619881812635457,0.015591848397238407,0.5243472589722352,0.09396199999999971,0.6160280000000002,0.19060599999999955,0.09940399999999974,0.7099899999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,259,0.25,0.19,0.03,0.53,0.19905296,-0.19905296,0.9628970294759139,0.016061187368253464,0.523998434637372,0.09407599999999972,0.6148639999999994,0.19110399999999983,0.09995599999999973,0.7089399999999991,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,260,0.25,0.19,0.03,0.53,0.1992266,-0.1992266,0.9631226174967751,0.015994944291303957,0.5250897243438997,0.09455999999999978,0.6133899999999993,0.19148799999999988,0.10056199999999985,0.7079499999999991,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,261,0.25,0.19,0.03,0.53,0.19929956000000001,-0.19929956000000001,0.9631577642330196,0.015745520163226466,0.5229299083818616,0.09402199999999966,0.6120419999999991,0.19255999999999954,0.10137599999999988,0.7060639999999987,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,262,0.25,0.19,0.03,0.53,0.19977424,-0.19977424,0.963719314157244,0.015638682474168063,0.5217386883794669,0.09383199999999964,0.6068200000000018,0.19526799999999978,0.10407999999999976,0.7006520000000014,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,263,0.25,0.19,0.03,0.53,0.19922051999999998,-0.19922051999999998,0.964132331236406,0.015482595265823188,0.5307977132720554,0.09561199999999964,0.6135179999999996,0.1908239999999996,0.1000459999999997,0.7091299999999991,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,264,0.25,0.19,0.03,0.53,0.1989446,-0.1989446,0.964244714251557,0.014844547367285348,0.5304975178016749,0.0944379999999998,0.6163639999999992,0.19009799999999985,0.09909999999999985,0.710801999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,265,0.25,0.19,0.03,0.53,0.19894040000000002,-0.19894040000000002,0.9640062211930257,0.015089267338735016,0.5296365099121281,0.0944159999999997,0.6166680000000005,0.18991199999999964,0.09900399999999973,0.7110840000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,266,0.25,0.19,0.03,0.53,0.19958768000000002,-0.19958768000000002,0.9634520005353541,0.014932913918789271,0.5253653724036043,0.0942279999999997,0.6089220000000009,0.19398999999999944,0.10285999999999988,0.7031500000000006,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,267,0.25,0.19,0.03,0.53,0.19919704000000002,-0.19919704000000002,0.9628976732495655,0.01480126224550177,0.5323797692988627,0.0941819999999998,0.6135999999999999,0.19161599999999962,0.10060199999999977,0.7077819999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,268,0.25,0.19,0.03,0.53,0.19893348,-0.19893348,0.9628034702032572,0.014749386554266806,0.5346452752021573,0.0943279999999995,0.6164020000000003,0.19015599999999996,0.09911399999999984,0.7107299999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,269,0.25,0.19,0.03,0.53,0.19879908000000002,-0.19879908000000002,0.9632033675669618,0.014470787170589756,0.5377346164498336,0.0945259999999996,0.6177960000000003,0.18936599999999945,0.0983119999999998,0.7123219999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,270,0.25,0.19,0.03,0.53,0.199263,-0.199263,0.9631919264169748,0.014898240029276621,0.5404186139083678,0.09568799999999968,0.6131540000000006,0.1909439999999997,0.10021399999999979,0.7088420000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,271,0.25,0.19,0.03,0.53,0.1989402,-0.1989402,0.9631757129868718,0.015339307981759495,0.5382055734916155,0.09544199999999962,0.6167560000000004,0.18927799999999978,0.09852399999999965,0.712198,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,272,0.25,0.19,0.03,0.53,0.19888328000000002,-0.19888328000000002,0.9634566945877338,0.0150338383741356,0.5432640471560842,0.09572799999999956,0.617482,0.1887379999999998,0.09805199999999996,0.7132099999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,273,0.25,0.19,0.03,0.53,0.19836152,-0.19836152,0.9639676418410489,0.014705649973879886,0.5435029837563645,0.09503599999999965,0.6232599999999995,0.1862399999999995,0.09546399999999974,0.7182959999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,274,0.25,0.19,0.03,0.53,0.19897396,-0.19897396,0.963750546745527,0.014903985500640995,0.5461864760381553,0.09612599999999975,0.6165139999999998,0.18899199999999924,0.098368,0.7126399999999995,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,275,0.25,0.19,0.03,0.53,0.19912412000000002,-0.19912412000000002,0.9638214633113248,0.01457939821537994,0.5465768923474932,0.09677799999999954,0.6147060000000003,0.189556,0.09895999999999971,0.7114839999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,276,0.25,0.19,0.03,0.53,0.19885176000000002,-0.19885176000000002,0.9635198732808309,0.014398142142748874,0.5447841929875199,0.09555799999999977,0.6179999999999998,0.18854399999999982,0.09789799999999989,0.7135579999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,277,0.25,0.19,0.03,0.53,0.19897040000000002,-0.19897040000000002,0.9628908979911331,0.014356173309110334,0.5440142174216782,0.0962839999999996,0.6162120000000001,0.18911599999999965,0.09838799999999974,0.7124959999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,278,0.25,0.19,0.03,0.53,0.19866252,-0.19866252,0.9637654935680001,0.013986410491083179,0.5451717380591742,0.09591199999999968,0.6193679999999996,0.18779399999999974,0.09692599999999976,0.7152799999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,279,0.25,0.19,0.03,0.53,0.19892948000000002,-0.19892948000000002,0.9638997949224792,0.014387810067893587,0.549235960761581,0.09715999999999973,0.6175579999999997,0.18779199999999985,0.09748999999999979,0.7147179999999994,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,280,0.25,0.19,0.03,0.53,0.19828156000000002,-0.19828156000000002,0.9644854976707038,0.014474855811622491,0.5509779176350281,0.09703599999999957,0.625004000000001,0.18409399999999984,0.09386599999999978,0.7220400000000006,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,281,0.25,0.19,0.03,0.53,0.19851232,-0.19851232,0.9660257702203195,0.014477551735092312,0.5516865608203853,0.09752599999999968,0.62271,0.18491799999999967,0.09484599999999971,0.7202359999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,282,0.25,0.19,0.03,0.53,0.19829944,-0.19829944,0.9663664979317843,0.014365160366062463,0.549730283256624,0.09658199999999961,0.6243400000000001,0.18476399999999993,0.09431399999999994,0.7209219999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,283,0.25,0.19,0.03,0.53,0.19869828,-0.19869828,0.9661912536312133,0.01434429500912287,0.546681114713258,0.09630999999999969,0.6200379999999996,0.1870439999999996,0.09660799999999987,0.7163479999999993,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,284,0.25,0.19,0.03,0.53,0.19827476000000002,-0.19827476000000002,0.9666232111740066,0.013906411021436419,0.5517318962222475,0.09724799999999982,0.6249699999999996,0.1840119999999999,0.09376999999999981,0.7222179999999994,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,285,0.25,0.19,0.03,0.53,0.19851716,-0.19851716,0.966667544535762,0.014263308243173414,0.5538326618906745,0.0974999999999996,0.6224260000000001,0.1851159999999997,0.09495799999999971,0.7199259999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,286,0.25,0.19,0.03,0.53,0.19814707999999998,-0.19814707999999998,0.9656853874359868,0.014248373374192208,0.5485689340943211,0.0950199999999996,0.6250479999999989,0.18546199999999954,0.09446999999999985,0.7200679999999986,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,287,0.25,0.19,0.03,0.53,0.19918828,-0.19918828,0.965621862678805,0.013919865992892086,0.5463308750884892,0.09618999999999973,0.6136780000000005,0.19045599999999935,0.09967599999999978,0.7098680000000003,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,288,0.25,0.19,0.03,0.53,0.19852988,-0.19852988,0.9652870781406394,0.014103747339046917,0.5492504612736936,0.09614999999999972,0.6209680000000002,0.18683799999999978,0.09604399999999975,0.7171179999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,289,0.25,0.19,0.03,0.53,0.19941956,-0.19941956,0.9647616696313703,0.014273558257671298,0.5452412494494476,0.09747799999999965,0.61159,0.19069199999999983,0.10023999999999977,0.7090679999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,290,0.25,0.19,0.03,0.53,0.19930796,-0.19930796,0.9653097204611056,0.013911822372893411,0.5425024993399659,0.09631599999999961,0.6128340000000001,0.1907199999999997,0.10012999999999982,0.7091499999999997,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,291,0.25,0.19,0.03,0.53,0.19919908,-0.19919908,0.9662087783064701,0.013508985318737732,0.5463081054860102,0.09701799999999966,0.6146319999999996,0.18932199999999966,0.09902799999999982,0.7116499999999992,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,292,0.25,0.19,0.03,0.53,0.19946176,-0.19946176,0.9652541468371895,0.013564021358072628,0.5374883743858213,0.09477399999999961,0.6106779999999994,0.19274199999999955,0.10180599999999981,0.705451999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,293,0.25,0.19,0.03,0.53,0.19928564000000001,-0.19928564000000001,0.9649854465946295,0.013916083564352724,0.5380613000762158,0.09559599999999972,0.6122219999999999,0.19158399999999978,0.1005979999999998,0.7078179999999996,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,294,0.25,0.19,0.03,0.53,0.19928764000000002,-0.19928764000000002,0.9650550357492979,0.014409058549482627,0.5366841821927795,0.09543199999999968,0.6124599999999996,0.19150999999999943,0.10059799999999991,0.7078919999999993,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
Figure 2B,0,295,0.25,0.19,0.03,0.53,0.19894676,-0.19894676,0.9646932139439581,0.014088853401126922,0.5373586502955562,0.09475599999999963,0.6164340000000003,0.18986799999999943,0.0989419999999998,0.7111899999999999,0.94,0.01,0.1,0.04,0.28,0.37,0.31,0.31
