target_name,run,generation,X_L,X_F,X_B,X_C,mean_risk,mean_fitness,p_F_given_L,p_L_given_F,p_L_given_B,f_L,f_F,f_B,f_C,CM,expected_p_F_given_L,expected_p_L_given_F,expected_p_L_given_B,expected_f_L,expected_f_F,expected_f_B,expected_f_C,expected_CM
Figure 2A,1,46,0.38,0.15,0.11,0.36,0.1855207,-0.1855207,0.9683631120237987,0.007616118843665133,0.6606505467525478,0.10878599999999974,0.6407620000000007,0.16837999999999959,0.0820719999999997,0.7495480000000004,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,47,0.38,0.15,0.11,0.36,0.18549332,-0.18549332,0.968593931095501,0.007373542257264736,0.6613293142277642,0.10801999999999953,0.6393479999999998,0.16961599999999982,0.08301599999999972,0.7473679999999994,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,48,0.38,0.15,0.11,0.36,0.18661444,-0.18661444,0.9704747892778801,0.007458422128515004,0.661936183360691,0.11108199999999983,0.6323700000000009,0.17123799999999967,0.0853099999999998,0.7434520000000007,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,49,0.38,0.15,0.11,0.36,0.1859847,-0.1859847,0.9710638949859799,0.007511578218967138,0.6634976396178635,0.10990799999999969,0.6376260000000005,0.16924799999999968,0.08321799999999983,0.7475340000000001,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,50,0.38,0.15,0.11,0.36,0.18504598,-0.18504598,0.9714814505277524,0.007489917406213333,0.663283167518648,0.10774599999999966,0.6442640000000007,0.16725399999999946,0.08073599999999988,0.7520100000000004,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,51,0.38,0.15,0.11,0.36,0.1860805,-0.1860805,0.9721990102820536,0.006930923047100753,0.6633663971093962,0.10999999999999968,0.6365500000000006,0.16977599999999957,0.08367399999999983,0.7465500000000003,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,52,0.38,0.15,0.11,0.36,0.18599032,-0.18599032,0.9743208050363423,0.0068027139296173,0.6702939004441021,0.11103999999999979,0.6398880000000007,0.16741599999999957,0.08165599999999984,0.7509280000000005,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,53,0.38,0.15,0.11,0.36,0.18660613999999998,-0.18660613999999998,0.9753848203564113,0.006366200364046086,0.672863373457489,0.11272599999999973,0.6362280000000001,0.16816199999999962,0.08288399999999985,0.7489539999999999,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,54,0.38,0.15,0.11,0.36,0.18576472000000002,-0.18576472000000002,0.9758757131559521,0.006088816688925968,0.6720133191021975,0.11053799999999969,0.6420240000000002,0.16648399999999972,0.08095399999999986,0.7525619999999998,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,55,0.38,0.15,0.11,0.36,0.18599186,-0.18599186,0.9763164929747892,0.0061101274826921015,0.672201076847407,0.11073199999999969,0.6391680000000012,0.16798999999999953,0.08210999999999978,0.7499000000000009,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,56,0.38,0.15,0.11,0.36,0.18550808000000002,-0.18550808000000002,0.976380954655283,0.006222777997977927,0.6723660688744043,0.10976999999999988,0.6433420000000007,0.1663419999999998,0.08054599999999995,0.7531120000000007,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,57,0.38,0.15,0.11,0.36,0.18601988,-0.18601988,0.9760943605793748,0.0061828080074321,0.6723810909760926,0.11101799999999981,0.6393880000000005,0.1677159999999998,0.08187799999999987,0.7504060000000004,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,58,0.38,0.15,0.11,0.36,0.18587112,-0.18587112,0.9767809452005671,0.006788806820050042,0.6699536866996033,0.11022799999999966,0.639164,0.16843599999999995,0.08217199999999991,0.7493919999999996,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,59,0.38,0.15,0.11,0.36,0.18607036,-0.18607036,0.9766877004287242,0.006381459258856238,0.6696013694542695,0.1103459999999997,0.6373860000000001,0.1691419999999996,0.0831259999999998,0.7477319999999998,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,60,0.38,0.15,0.11,0.36,0.18578088,-0.18578088,0.9770520836638441,0.006195620413501567,0.6701507809082404,0.11010199999999978,0.6402459999999996,0.16787799999999944,0.08177399999999971,0.7503479999999995,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,61,0.38,0.15,0.11,0.36,0.18600440000000001,-0.18600440000000001,0.9776305916482322,0.006182628489577783,0.6717996827935102,0.11054399999999984,0.6389380000000002,0.16811799999999996,0.08239999999999974,0.7494820000000001,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,62,0.38,0.15,0.11,0.36,0.18562044,-0.18562044,0.977963658745615,0.006232622224815333,0.6727277614279471,0.11053199999999987,0.643520000000001,0.16580399999999967,0.08014399999999987,0.7540520000000008,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,63,0.38,0.15,0.11,0.36,0.18623808,-0.18623808,0.978599874709445,0.006320566161124035,0.6737240353269784,0.11200599999999973,0.638824,0.16739599999999943,0.08177399999999983,0.7508299999999997,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,64,0.38,0.15,0.11,0.36,0.18586828,-0.18586828,0.9790333932777737,0.0058997873214148,0.6727746641302805,0.11055399999999965,0.641080000000001,0.16686399999999954,0.08150199999999984,0.7516340000000006,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,65,0.38,0.15,0.11,0.36,0.1864217,-0.1864217,0.9795055833777849,0.005682748814773884,0.67485833846566,0.11222399999999975,0.6369179999999997,0.16827999999999968,0.08257799999999982,0.7491419999999994,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,66,0.38,0.15,0.11,0.36,0.1864641,-0.1864641,0.9798431020329315,0.0055255101257991775,0.6773631419462549,0.11263199999999994,0.6381740000000011,0.16708799999999946,0.08210599999999982,0.7508060000000011,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,67,0.38,0.15,0.11,0.36,0.18566348,-0.18566348,0.9801762940507553,0.005263552193271543,0.6755195488620803,0.11079599999999978,0.643864,0.16536399999999943,0.07997599999999996,0.7546599999999998,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,68,0.38,0.15,0.11,0.36,0.1864157,-0.1864157,0.980177604190133,0.005145759329072196,0.6754341282345869,0.11221599999999975,0.6379220000000003,0.1674599999999996,0.08240199999999978,0.7501380000000001,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,69,0.38,0.15,0.11,0.36,0.18541211999999999,-0.18541211999999999,0.9803294548494327,0.004936662513267016,0.6755675233657624,0.11030399999999985,0.6458760000000009,0.16463999999999976,0.07917999999999997,0.7561800000000007,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,70,0.38,0.15,0.11,0.36,0.1858578,-0.1858578,0.980724564923018,0.004794031733018109,0.6746335561122838,0.11123999999999978,0.6423500000000014,0.16589399999999965,0.08051599999999987,0.7535900000000012,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,71,0.38,0.15,0.11,0.36,0.18561296,-0.18561296,0.9805004882857469,0.004459366830048355,0.6753483899490644,0.1106799999999997,0.6444840000000002,0.16503599999999977,0.07979999999999995,0.7551639999999998,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,72,0.38,0.15,0.11,0.36,0.18646403999999997,-0.18646403999999997,0.9808119578475567,0.004555332070346692,0.675237263514543,0.1116119999999998,0.6355200000000014,0.16923599999999964,0.08363199999999982,0.7471320000000012,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,73,0.38,0.15,0.11,0.36,0.18606258,-0.18606258,0.9812844931573081,0.004725757068785853,0.6786444261386124,0.11169199999999974,0.6407060000000009,0.16649199999999983,0.08110999999999988,0.7523980000000006,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,74,0.38,0.15,0.11,0.36,0.18569992,-0.18569992,0.9809239177371067,0.00485279508449229,0.6809999491377443,0.11137999999999978,0.6445080000000013,0.16472399999999973,0.07938799999999993,0.7558880000000011,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,75,0.38,0.15,0.11,0.36,0.18586652,-0.18586652,0.981555934556039,0.004351789362760484,0.6819660029743151,0.11130799999999973,0.6425840000000013,0.16566799999999973,0.08043999999999993,0.753892000000001,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,76,0.38,0.15,0.11,0.36,0.18624644,-0.18624644,0.9816624210839514,0.00457481927971173,0.6813735777059895,0.11213799999999985,0.6396920000000005,0.1666439999999996,0.08152599999999975,0.7518300000000003,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,77,0.38,0.15,0.11,0.36,0.18623198,-0.18623198,0.9814975208195607,0.0046953275041627315,0.6801109898376283,0.1124839999999998,0.6407200000000004,0.16586599999999974,0.0809299999999999,0.7532040000000002,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,78,0.38,0.15,0.11,0.36,0.1864495,-0.1864495,0.9809530718814953,0.00502836634072415,0.6760921233099859,0.11200399999999959,0.6366980000000008,0.16833599999999996,0.08296199999999977,0.7487020000000003,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,79,0.38,0.15,0.11,0.36,0.18558596,-0.18558596,0.9813885412314054,0.005147556045875765,0.6762873514021492,0.11049999999999971,0.6438739999999997,0.16564199999999948,0.07998399999999976,0.7543739999999994,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,80,0.38,0.15,0.11,0.36,0.18645856,-0.18645856,0.9813989457640181,0.00481851262408743,0.6766027323589463,0.11223199999999978,0.636948,0.16810799999999948,0.08271199999999976,0.7491799999999997,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,81,0.38,0.15,0.11,0.36,0.18601534,-0.18601534,0.9818189668041213,0.004793349132812111,0.676482565503388,0.11175199999999967,0.641669999999999,0.16587599999999977,0.08070199999999979,0.7534219999999986,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,82,0.38,0.15,0.11,0.36,0.18517156,-0.18517156,0.9822233345231717,0.005081454538785884,0.6713686753526615,0.10929799999999971,0.6464900000000006,0.16500599999999963,0.0792059999999999,0.7557880000000002,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,83,0.38,0.15,0.11,0.36,0.1860803,-0.1860803,0.9827272021319434,0.005170501368273071,0.6689249386756249,0.11080799999999967,0.6382660000000003,0.16839999999999966,0.08252599999999978,0.749074,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,84,0.38,0.15,0.11,0.36,0.18553036,-0.18553036,0.9824975721343618,0.005074506348837152,0.6694704518856974,0.10973599999999974,0.6430160000000005,0.16652399999999953,0.0807239999999998,0.7527520000000002,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,85,0.38,0.15,0.11,0.36,0.18618736,-0.18618736,0.98234030199036,0.005185219397191558,0.6681140922477038,0.11056399999999957,0.6367020000000001,0.16926599999999983,0.08346799999999989,0.7472659999999997,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,86,0.38,0.15,0.11,0.36,0.1860516,-0.1860516,0.9830476130308161,0.005141289749577697,0.6692128324262099,0.11095799999999964,0.6393859999999998,0.16758599999999982,0.08206999999999987,0.7503439999999995,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,87,0.38,0.15,0.11,0.36,0.18646558,-0.18646558,0.9829909039041886,0.005203026481003325,0.6709460705225307,0.11147599999999974,0.6358640000000009,0.16892999999999977,0.08372999999999976,0.7473400000000006,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,88,0.38,0.15,0.11,0.36,0.18541514,-0.18541514,0.9829439627617835,0.005120072310495683,0.6703084444348092,0.1096159999999995,0.6445080000000007,0.16572199999999973,0.08015399999999992,0.7541240000000002,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,89,0.38,0.15,0.11,0.36,0.18590202,-0.18590202,0.9832378837856578,0.0053305718883176825,0.6715224867705293,0.11098999999999949,0.6409680000000005,0.16685799999999962,0.08118399999999991,0.751958,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,90,0.38,0.15,0.11,0.36,0.18651776,-0.18651776,0.9832734677506927,0.005126501292161887,0.6701263844544573,0.11148599999999968,0.6344259999999997,0.1699299999999997,0.08415799999999966,0.7459119999999994,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,91,0.38,0.15,0.11,0.36,0.18603846,-0.18603846,0.9831589664912883,0.005157114904911623,0.6712101523521189,0.11059799999999971,0.6383999999999994,0.16843799999999962,0.08256399999999994,0.7489979999999992,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
Figure 2A,1,92,0.38,0.15,0.11,0.36,0.18602774,-0.18602774,0.983288497959006,0.005606244635908995,0.6694696906795317,0.11029999999999979,0.6378560000000006,0.16891399999999973,0.08292999999999977,0.7481560000000005,1.0,0.0,0.27,0.07,0.5,0.26,0.17,0.57
